0.00.190.934 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.01.291.641 I srv    load_model: loading model '/home/mark/AI/Models/Qwen 3.6/27B/Qwen3.6-27B-Q4_K_M.gguf'
0.39.977.202 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 8192, kv_unified = 'true'
0.40.015.153 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.40.015.211 I srv  llama_server: model loaded
0.40.015.217 I srv  llama_server: listening on http://0.0.0.0:8091
0.45.045.960 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
1.05.358.790 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 0.961 (> 0.100 thold), f_keep = 0.918
1.05.359.118 I slot launch_slot_: id  1 | task 69 | processing task, is_child = 0
1.10.017.707 I slot print_timing: id  1 | task 69 | prompt eval time =    1077.63 ms /    22 tokens (   48.98 ms per token,    20.42 tokens per second)
1.10.017.714 I slot print_timing: id  1 | task 69 |        eval time =    3580.90 ms /    42 tokens (   85.26 ms per token,    11.73 tokens per second)
1.10.017.716 I slot print_timing: id  1 | task 69 |       total time =    4658.53 ms /    64 tokens
1.10.017.717 I slot print_timing: id  1 | task 69 |    graphs reused =         92
1.10.017.812 I slot      release: id  1 | task 69 | stop processing: n_tokens = 530, truncated = 0
1.10.054.290 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 0.971 (> 0.100 thold), f_keep = 0.887
1.10.054.604 I slot launch_slot_: id  1 | task 113 | processing task, is_child = 0
1.13.346.183 I slot print_timing: id  1 | task 113 | prompt eval time =    1025.06 ms /    17 tokens (   60.30 ms per token,    16.58 tokens per second)
1.13.346.190 I slot print_timing: id  1 | task 113 |        eval time =    2266.47 ms /    27 tokens (   83.94 ms per token,    11.91 tokens per second)
1.13.346.191 I slot print_timing: id  1 | task 113 |       total time =    3291.53 ms /    44 tokens
1.13.346.193 I slot print_timing: id  1 | task 113 |    graphs reused =        117
1.13.346.290 I slot      release: id  1 | task 113 | stop processing: n_tokens = 510, truncated = 0
1.13.384.410 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
1.13.438.549 I slot launch_slot_: id  0 | task 142 | processing task, is_child = 0
1.17.668.872 I slot print_timing: id  0 | task 142 | prompt eval time =    1032.75 ms /    20 tokens (   51.64 ms per token,    19.37 tokens per second)
1.17.668.879 I slot print_timing: id  0 | task 142 |        eval time =    2362.28 ms /    28 tokens (   84.37 ms per token,    11.85 tokens per second)
1.17.668.880 I slot print_timing: id  0 | task 142 |       total time =    3395.03 ms /    48 tokens
1.17.668.882 I slot print_timing: id  0 | task 142 |    graphs reused =        143
1.17.669.253 I slot      release: id  0 | task 142 | stop processing: n_tokens = 516, truncated = 0
1.17.710.039 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 133343863500
1.17.710.458 I slot launch_slot_: id  3 | task 172 | processing task, is_child = 0
1.21.966.834 I slot print_timing: id  3 | task 172 | prompt processing, n_tokens =    465, progress = 0.96, t =   3.57 s / 130.43 tokens per second
1.23.969.952 I slot print_timing: id  3 | task 172 | prompt processing, n_tokens =    480, progress = 0.99, t =   5.57 s / 86.20 tokens per second
1.27.912.320 I slot print_timing: id  3 | task 172 | prompt eval time =    6369.79 ms /   484 tokens (   13.16 ms per token,    75.98 tokens per second)
1.27.912.327 I slot print_timing: id  3 | task 172 |        eval time =    3140.87 ms /    37 tokens (   84.89 ms per token,    11.78 tokens per second)
1.27.912.328 I slot print_timing: id  3 | task 172 |       total time =    9510.65 ms /   521 tokens
1.27.912.330 I slot print_timing: id  3 | task 172 |    graphs reused =        177
1.27.912.455 I slot      release: id  3 | task 172 | stop processing: n_tokens = 520, truncated = 0
1.27.950.618 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 133353623431
1.28.023.160 I slot launch_slot_: id  2 | task 213 | processing task, is_child = 0
1.32.966.037 I slot print_timing: id  2 | task 213 | prompt eval time =    1009.08 ms /    26 tokens (   38.81 ms per token,    25.77 tokens per second)
1.32.966.045 I slot print_timing: id  2 | task 213 |        eval time =    3495.59 ms /    41 tokens (   85.26 ms per token,    11.73 tokens per second)
1.32.966.046 I slot print_timing: id  2 | task 213 |       total time =    4504.67 ms /    67 tokens
1.32.966.048 I slot print_timing: id  2 | task 213 |    graphs reused =        216
1.32.966.152 I slot      release: id  2 | task 213 | stop processing: n_tokens = 535, truncated = 0
1.33.003.946 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.946 (> 0.100 thold), f_keep = 0.884
1.33.004.358 I slot launch_slot_: id  2 | task 256 | processing task, is_child = 0
1.38.236.929 I slot print_timing: id  2 | task 256 | prompt eval time =    1031.26 ms /    31 tokens (   33.27 ms per token,    30.06 tokens per second)
1.38.236.937 I slot print_timing: id  2 | task 256 |        eval time =    4201.26 ms /    49 tokens (   85.74 ms per token,    11.66 tokens per second)
1.38.236.938 I slot print_timing: id  2 | task 256 |       total time =    5232.52 ms /    80 tokens
1.38.236.940 I slot print_timing: id  2 | task 256 |    graphs reused =        263
1.38.237.027 I slot      release: id  2 | task 256 | stop processing: n_tokens = 548, truncated = 0
1.38.273.849 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 133371009787
1.38.547.004 I slot launch_slot_: id  1 | task 307 | processing task, is_child = 0
1.44.180.937 I slot print_timing: id  1 | task 307 | prompt eval time =    1092.36 ms /    23 tokens (   47.49 ms per token,    21.06 tokens per second)
1.44.180.944 I slot print_timing: id  1 | task 307 |        eval time =    3574.15 ms /    42 tokens (   85.10 ms per token,    11.75 tokens per second)
1.44.180.945 I slot print_timing: id  1 | task 307 |       total time =    4666.51 ms /    65 tokens
1.44.180.947 I slot print_timing: id  1 | task 307 |    graphs reused =        303
1.44.181.061 I slot      release: id  1 | task 307 | stop processing: n_tokens = 531, truncated = 0
1.44.222.100 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 133375332749
1.44.222.629 I slot launch_slot_: id  0 | task 351 | processing task, is_child = 0
1.48.706.871 I slot print_timing: id  0 | task 351 | prompt processing, n_tokens =    403, progress = 0.75, t =   3.14 s / 128.15 tokens per second
1.49.385.467 I slot print_timing: id  0 | task 351 | prompt processing, n_tokens =    504, progress = 0.94, t =   3.82 s / 131.83 tokens per second
1.51.370.796 I slot print_timing: id  0 | task 351 | prompt processing, n_tokens =    531, progress = 0.99, t =   5.81 s / 91.42 tokens per second
1.56.862.989 I slot print_timing: id  0 | task 351 | prompt eval time =    6614.33 ms /   535 tokens (   12.36 ms per token,    80.88 tokens per second)
1.56.862.997 I slot print_timing: id  0 | task 351 |        eval time =    4686.41 ms /    53 tokens (   88.42 ms per token,    11.31 tokens per second)
1.56.862.998 I slot print_timing: id  0 | task 351 |       total time =   11300.75 ms /   588 tokens
1.56.863.000 I slot print_timing: id  0 | task 351 |    graphs reused =        354
1.56.863.114 I slot      release: id  0 | task 351 | stop processing: n_tokens = 587, truncated = 0
1.56.901.786 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.960 (> 0.100 thold), f_keep = 0.864
1.56.902.233 I slot launch_slot_: id  0 | task 408 | processing task, is_child = 0
2.01.559.841 I slot print_timing: id  0 | task 408 | prompt eval time =    1081.38 ms /    24 tokens (   45.06 ms per token,    22.19 tokens per second)
2.01.559.849 I slot print_timing: id  0 | task 408 |        eval time =    3576.17 ms /    42 tokens (   85.15 ms per token,    11.74 tokens per second)
2.01.559.850 I slot print_timing: id  0 | task 408 |       total time =    4657.56 ms /    66 tokens
2.01.559.852 I slot print_timing: id  0 | task 408 |    graphs reused =        394
2.01.559.942 I slot      release: id  0 | task 408 | stop processing: n_tokens = 569, truncated = 0
2.01.598.829 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 133385575951
2.01.599.313 I slot launch_slot_: id  3 | task 452 | processing task, is_child = 0
2.06.112.303 I slot print_timing: id  3 | task 452 | prompt processing, n_tokens =    503, progress = 0.95, t =   3.80 s / 132.38 tokens per second
2.08.107.840 I slot print_timing: id  3 | task 452 | prompt processing, n_tokens =    523, progress = 0.99, t =   5.80 s / 90.25 tokens per second
2.11.613.556 I slot print_timing: id  3 | task 452 | prompt eval time =    6596.97 ms /   527 tokens (   12.52 ms per token,    79.89 tokens per second)
2.11.613.563 I slot print_timing: id  3 | task 452 |        eval time =    2703.84 ms /    32 tokens (   84.49 ms per token,    11.84 tokens per second)
2.11.613.565 I slot print_timing: id  3 | task 452 |       total time =    9300.81 ms /   559 tokens
2.11.613.566 I slot print_timing: id  3 | task 452 |    graphs reused =        424
2.11.613.686 I slot      release: id  3 | task 452 | stop processing: n_tokens = 558, truncated = 0
2.11.652.315 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.960 (> 0.100 thold), f_keep = 0.907
2.11.652.813 I slot launch_slot_: id  3 | task 488 | processing task, is_child = 0
2.16.254.153 I slot print_timing: id  3 | task 488 | prompt eval time =    1026.50 ms /    24 tokens (   42.77 ms per token,    23.38 tokens per second)
2.16.254.161 I slot print_timing: id  3 | task 488 |        eval time =    3574.79 ms /    42 tokens (   85.11 ms per token,    11.75 tokens per second)
2.16.254.163 I slot print_timing: id  3 | task 488 |       total time =    4601.29 ms /    66 tokens
2.16.254.164 I slot print_timing: id  3 | task 488 |    graphs reused =        464
2.16.254.260 I slot      release: id  3 | task 488 | stop processing: n_tokens = 568, truncated = 0
2.16.293.603 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 133395900522
2.16.294.138 I slot launch_slot_: id  2 | task 532 | processing task, is_child = 0
2.20.155.902 I slot print_timing: id  2 | task 532 | prompt processing, n_tokens =    440, progress = 0.77, t =   3.17 s / 138.73 tokens per second
2.20.875.533 I slot print_timing: id  2 | task 532 | prompt processing, n_tokens =    530, progress = 0.93, t =   3.89 s / 136.20 tokens per second
2.22.843.906 I slot print_timing: id  2 | task 532 | prompt processing, n_tokens =    568, progress = 0.99, t =   5.86 s / 96.93 tokens per second
2.32.472.310 I slot print_timing: id  2 | task 532 | prompt eval time =    6859.80 ms /   572 tokens (   11.99 ms per token,    83.38 tokens per second)
2.32.472.318 I slot print_timing: id  2 | task 532 |        eval time =    8628.23 ms /   100 tokens (   86.28 ms per token,    11.59 tokens per second)
2.32.472.321 I slot print_timing: id  2 | task 532 |       total time =   15488.02 ms /   672 tokens
2.32.472.322 I slot print_timing: id  2 | task 532 |    graphs reused =        562
2.32.472.693 I slot      release: id  2 | task 532 | stop processing: n_tokens = 671, truncated = 0
2.32.524.760 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.929 (> 0.100 thold), f_keep = 0.797
2.32.525.380 I slot launch_slot_: id  2 | task 636 | processing task, is_child = 0
2.41.022.274 I slot print_timing: id  2 | task 636 | prompt eval time =    1228.37 ms /    46 tokens (   26.70 ms per token,    37.45 tokens per second)
2.41.022.281 I slot print_timing: id  2 | task 636 |        eval time =    7268.46 ms /    84 tokens (   86.53 ms per token,    11.56 tokens per second)
2.41.022.283 I slot print_timing: id  2 | task 636 |       total time =    8496.83 ms /   130 tokens
2.41.022.284 I slot print_timing: id  2 | task 636 |    graphs reused =        644
2.41.022.406 I slot      release: id  2 | task 636 | stop processing: n_tokens = 659, truncated = 0
2.41.062.045 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 133401844558
2.41.176.186 I slot launch_slot_: id  1 | task 722 | processing task, is_child = 0
2.49.687.885 I slot print_timing: id  1 | task 722 | prompt eval time =    1290.28 ms /    50 tokens (   25.81 ms per token,    38.75 tokens per second)
2.49.687.894 I slot print_timing: id  1 | task 722 |        eval time =    6555.22 ms /    76 tokens (   86.25 ms per token,    11.59 tokens per second)
2.49.687.895 I slot print_timing: id  1 | task 722 |       total time =    7845.49 ms /   126 tokens
2.49.687.899 I slot print_timing: id  1 | task 722 |    graphs reused =        718
2.49.688.056 I slot      release: id  1 | task 722 | stop processing: n_tokens = 628, truncated = 0
2.49.728.141 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 133419223441
2.49.898.575 I slot launch_slot_: id  0 | task 800 | processing task, is_child = 0
2.56.750.663 I slot print_timing: id  0 | task 800 | prompt eval time =    1025.80 ms /    25 tokens (   41.03 ms per token,    24.37 tokens per second)
2.56.750.670 I slot print_timing: id  0 | task 800 |        eval time =    4970.98 ms /    58 tokens (   85.71 ms per token,    11.67 tokens per second)
2.56.750.671 I slot print_timing: id  0 | task 800 |       total time =    5996.77 ms /    83 tokens
2.56.750.673 I slot print_timing: id  0 | task 800 |    graphs reused =        774
2.56.751.004 I slot      release: id  0 | task 800 | stop processing: n_tokens = 547, truncated = 0
2.56.794.380 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 133433917759
2.57.039.062 I slot launch_slot_: id  3 | task 860 | processing task, is_child = 0
3.04.271.307 I slot print_timing: id  3 | task 860 | prompt eval time =    1039.88 ms /    31 tokens (   33.54 ms per token,    29.81 tokens per second)
3.04.271.316 I slot print_timing: id  3 | task 860 |        eval time =    5506.70 ms /    64 tokens (   86.04 ms per token,    11.62 tokens per second)
3.04.271.317 I slot print_timing: id  3 | task 860 |       total time =    6546.59 ms /    95 tokens
3.04.271.319 I slot print_timing: id  3 | task 860 |    graphs reused =        836
3.04.271.481 I slot      release: id  3 | task 860 | stop processing: n_tokens = 624, truncated = 0
3.04.311.022 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.924 (> 0.100 thold), f_keep = 0.854
3.04.311.850 I slot launch_slot_: id  3 | task 926 | processing task, is_child = 0
3.14.194.684 I slot print_timing: id  3 | task 926 | n_decoded =    100, tg =  11.56 t/s, tg_3s =  11.56 t/s
3.15.242.964 I slot print_timing: id  3 | task 926 | prompt eval time =    1230.98 ms /    47 tokens (   26.19 ms per token,    38.18 tokens per second)
3.15.242.971 I slot print_timing: id  3 | task 926 |        eval time =    9700.08 ms /   112 tokens (   86.61 ms per token,    11.55 tokens per second)
3.15.242.973 I slot print_timing: id  3 | task 926 |       total time =   10931.06 ms /   159 tokens
3.15.242.974 I slot print_timing: id  3 | task 926 |    graphs reused =        946
3.15.243.093 I slot      release: id  3 | task 926 | stop processing: n_tokens = 688, truncated = 0
3.15.282.150 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 133458685903
3.15.568.503 I slot launch_slot_: id  2 | task 1040 | processing task, is_child = 0
3.22.324.714 I slot print_timing: id  2 | task 1040 | prompt eval time =    1049.00 ms /    23 tokens (   45.61 ms per token,    21.93 tokens per second)
3.22.324.722 I slot print_timing: id  2 | task 1040 |        eval time =    4720.65 ms /    55 tokens (   85.83 ms per token,    11.65 tokens per second)
3.22.324.723 I slot print_timing: id  2 | task 1040 |       total time =    5769.65 ms /    78 tokens
3.22.324.725 I slot print_timing: id  2 | task 1040 |    graphs reused =        999
3.22.324.861 I slot      release: id  2 | task 1040 | stop processing: n_tokens = 546, truncated = 0
3.22.362.493 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 133467351552
3.22.596.155 I slot launch_slot_: id  1 | task 1097 | processing task, is_child = 0
3.30.021.286 I slot print_timing: id  1 | task 1097 | prompt eval time =    1024.44 ms /    23 tokens (   44.54 ms per token,    22.45 tokens per second)
3.30.021.294 I slot print_timing: id  1 | task 1097 |        eval time =    4985.05 ms /    56 tokens (   89.02 ms per token,    11.23 tokens per second)
3.30.021.295 I slot print_timing: id  1 | task 1097 |       total time =    6009.49 ms /    79 tokens
3.30.021.297 I slot print_timing: id  1 | task 1097 |    graphs reused =       1053
3.30.021.620 I slot      release: id  1 | task 1097 | stop processing: n_tokens = 545, truncated = 0
3.30.061.598 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 0.955 (> 0.100 thold), f_keep = 0.862
3.30.062.210 I slot launch_slot_: id  1 | task 1155 | processing task, is_child = 0
3.37.001.982 I slot print_timing: id  1 | task 1155 | prompt eval time =    1077.24 ms /    25 tokens (   43.09 ms per token,    23.21 tokens per second)
3.37.001.991 I slot print_timing: id  1 | task 1155 |        eval time =    5862.47 ms /    68 tokens (   86.21 ms per token,    11.60 tokens per second)
3.37.001.992 I slot print_timing: id  1 | task 1155 |       total time =    6939.71 ms /    93 tokens
3.37.001.994 I slot print_timing: id  1 | task 1155 |    graphs reused =       1119
3.37.002.107 I slot      release: id  1 | task 1155 | stop processing: n_tokens = 559, truncated = 0
3.37.040.789 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 133474414500
3.37.370.951 I slot launch_slot_: id  0 | task 1225 | processing task, is_child = 0
3.44.463.049 I slot print_timing: id  0 | task 1225 | prompt eval time =    1030.09 ms /    24 tokens (   42.92 ms per token,    23.30 tokens per second)
3.44.463.058 I slot print_timing: id  0 | task 1225 |        eval time =    4808.13 ms /    56 tokens (   85.86 ms per token,    11.65 tokens per second)
3.44.463.059 I slot print_timing: id  0 | task 1225 |       total time =    5838.22 ms /    80 tokens
3.44.463.067 I slot print_timing: id  0 | task 1225 |    graphs reused =       1173
3.44.463.208 I slot      release: id  0 | task 1225 | stop processing: n_tokens = 548, truncated = 0
3.44.502.135 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 133492906590
3.44.826.824 I slot launch_slot_: id  3 | task 1283 | processing task, is_child = 0
3.56.250.322 I slot print_timing: id  3 | task 1283 | n_decoded =    100, tg =  11.56 t/s, tg_3s =  11.56 t/s
3.56.774.443 I slot print_timing: id  3 | task 1283 | prompt eval time =    1293.53 ms /    45 tokens (   28.75 ms per token,    34.79 tokens per second)
3.56.774.450 I slot print_timing: id  3 | task 1283 |        eval time =    9173.85 ms /   106 tokens (   86.55 ms per token,    11.55 tokens per second)
3.56.774.452 I slot print_timing: id  3 | task 1283 |       total time =   10467.37 ms /   151 tokens
3.56.774.453 I slot print_timing: id  3 | task 1283 |    graphs reused =       1277
3.56.774.592 I slot      release: id  3 | task 1283 | stop processing: n_tokens = 654, truncated = 0
3.56.876.558 I srv    operator(): operator(): cleaning up before exit...
