0.00.177.101 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.01.279.976 I srv    load_model: loading model '/home/mark/AI/Models/Qwen 3.6/27B/Qwen3.6-27B-Q6_K.gguf'
0.07.563.640 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 8192, kv_unified = 'true'
0.07.599.787 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.07.599.850 I srv  llama_server: model loaded
0.07.599.859 I srv  llama_server: listening on http://0.0.0.0:8091
0.47.068.747 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
14.55.189.233 I slot print_timing: id  1 | task 307 | prompt eval time =     858.75 ms /    23 tokens (   37.34 ms per token,    26.78 tokens per second)
14.55.189.240 I slot print_timing: id  1 | task 307 |        eval time =    4712.66 ms /    42 tokens (  112.21 ms per token,     8.91 tokens per second)
14.55.189.242 I slot print_timing: id  1 | task 307 |       total time =    5571.41 ms /    65 tokens
14.55.189.244 I slot print_timing: id  1 | task 307 |    graphs reused =        303
14.55.189.383 I slot      release: id  1 | task 307 | stop processing: n_tokens = 531, truncated = 0
14.55.228.788 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 130676178987
14.55.229.472 I slot launch_slot_: id  0 | task 351 | processing task, is_child = 0
14.59.801.832 I slot print_timing: id  0 | task 351 | prompt processing, n_tokens =    504, progress = 0.94, t =   3.35 s / 150.25 tokens per second
15.01.551.799 I slot print_timing: id  0 | task 351 | prompt processing, n_tokens =    531, progress = 0.99, t =   5.10 s / 104.03 tokens per second
15.08.113.522 I slot print_timing: id  0 | task 351 | prompt eval time =    5688.92 ms /   535 tokens (   10.63 ms per token,    94.04 tokens per second)
15.08.113.530 I slot print_timing: id  0 | task 351 |        eval time =    5977.07 ms /    53 tokens (  112.77 ms per token,     8.87 tokens per second)
15.08.113.532 I slot print_timing: id  0 | task 351 |       total time =   11665.99 ms /   588 tokens
15.08.113.533 I slot print_timing: id  0 | task 351 |    graphs reused =        354
15.08.113.699 I slot      release: id  0 | task 351 | stop processing: n_tokens = 587, truncated = 0
15.08.152.560 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.960 (> 0.100 thold), f_keep = 0.864
15.08.153.069 I slot launch_slot_: id  0 | task 408 | processing task, is_child = 0
15.13.639.988 I slot print_timing: id  0 | task 408 | prompt eval time =     774.53 ms /    24 tokens (   32.27 ms per token,    30.99 tokens per second)
15.13.639.995 I slot print_timing: id  0 | task 408 |        eval time =    4712.32 ms /    42 tokens (  112.20 ms per token,     8.91 tokens per second)
15.13.639.996 I slot print_timing: id  0 | task 408 |       total time =    5486.85 ms /    66 tokens
15.13.639.998 I slot print_timing: id  0 | task 408 |    graphs reused =        394
15.13.640.101 I slot      release: id  0 | task 408 | stop processing: n_tokens = 569, truncated = 0
15.13.680.286 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 130686624018
15.13.680.894 I slot launch_slot_: id  3 | task 452 | processing task, is_child = 0
15.17.670.756 I slot print_timing: id  3 | task 452 | prompt processing, n_tokens =    503, progress = 0.95, t =   3.35 s / 150.23 tokens per second
15.19.432.027 I slot print_timing: id  3 | task 452 | prompt processing, n_tokens =    523, progress = 0.99, t =   5.11 s / 102.36 tokens per second
15.23.576.727 I slot print_timing: id  3 | task 452 | prompt eval time =    5689.11 ms /   527 tokens (   10.80 ms per token,    92.63 tokens per second)
15.23.576.734 I slot print_timing: id  3 | task 452 |        eval time =    3564.99 ms /    32 tokens (  111.41 ms per token,     8.98 tokens per second)
15.23.576.736 I slot print_timing: id  3 | task 452 |       total time =    9254.10 ms /   559 tokens
15.23.576.737 I slot print_timing: id  3 | task 452 |    graphs reused =        424
15.23.577.080 I slot      release: id  3 | task 452 | stop processing: n_tokens = 558, truncated = 0
15.23.619.683 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.960 (> 0.100 thold), f_keep = 0.907
15.23.620.404 I slot launch_slot_: id  3 | task 488 | processing task, is_child = 0
15.29.138.852 I slot print_timing: id  3 | task 488 | prompt eval time =     805.41 ms /    24 tokens (   33.56 ms per token,    29.80 tokens per second)
15.29.138.860 I slot print_timing: id  3 | task 488 |        eval time =    4712.97 ms /    42 tokens (  112.21 ms per token,     8.91 tokens per second)
15.29.138.862 I slot print_timing: id  3 | task 488 |       total time =    5518.38 ms /    66 tokens
15.29.138.864 I slot print_timing: id  3 | task 488 |    graphs reused =        464
15.29.138.990 I slot      release: id  3 | task 488 | stop processing: n_tokens = 568, truncated = 0
15.29.179.926 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 130699075070
15.29.180.594 I slot launch_slot_: id  2 | task 532 | processing task, is_child = 0
15.33.248.752 I slot print_timing: id  2 | task 532 | prompt processing, n_tokens =    530, progress = 0.93, t =   3.43 s / 154.46 tokens per second
15.34.993.135 I slot print_timing: id  2 | task 532 | prompt processing, n_tokens =    568, progress = 0.99, t =   5.18 s / 109.74 tokens per second
15.47.396.365 I slot print_timing: id  2 | task 532 | prompt eval time =    5953.38 ms /   572 tokens (   10.41 ms per token,    96.08 tokens per second)
15.47.396.374 I slot print_timing: id  2 | task 532 |        eval time =   11625.61 ms /   100 tokens (  116.26 ms per token,     8.60 tokens per second)
15.47.396.375 I slot print_timing: id  2 | task 532 |       total time =   17579.00 ms /   672 tokens
15.47.396.377 I slot print_timing: id  2 | task 532 |    graphs reused =        562
15.47.396.548 I slot      release: id  2 | task 532 | stop processing: n_tokens = 671, truncated = 0
15.47.435.694 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.929 (> 0.100 thold), f_keep = 0.797
15.47.436.315 I slot launch_slot_: id  2 | task 636 | processing task, is_child = 0
15.58.006.817 I slot print_timing: id  2 | task 636 | prompt eval time =    1035.06 ms /    46 tokens (   22.50 ms per token,    44.44 tokens per second)
15.58.006.825 I slot print_timing: id  2 | task 636 |        eval time =    9535.38 ms /    84 tokens (  113.52 ms per token,     8.81 tokens per second)
15.58.006.827 I slot print_timing: id  2 | task 636 |       total time =   10570.45 ms /   130 tokens
15.58.006.828 I slot print_timing: id  2 | task 636 |    graphs reused =        644
15.58.006.959 I slot      release: id  2 | task 636 | stop processing: n_tokens = 659, truncated = 0
15.58.046.279 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 130705854375
15.58.173.041 I slot launch_slot_: id  1 | task 722 | processing task, is_child = 0
16.08.497.500 I slot print_timing: id  1 | task 722 | prompt eval time =    1007.31 ms /    50 tokens (   20.15 ms per token,    49.64 tokens per second)
16.08.497.508 I slot print_timing: id  1 | task 722 |        eval time =    8635.80 ms /    76 tokens (  113.63 ms per token,     8.80 tokens per second)
16.08.497.509 I slot print_timing: id  1 | task 722 |       total time =    9643.11 ms /   126 tokens
16.08.497.511 I slot print_timing: id  1 | task 722 |    graphs reused =        718
16.08.497.864 I slot      release: id  1 | task 722 | stop processing: n_tokens = 628, truncated = 0
16.08.539.057 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 130724305092
16.08.694.457 I slot launch_slot_: id  0 | task 800 | processing task, is_child = 0
16.16.870.269 I slot print_timing: id  0 | task 800 | prompt eval time =     875.85 ms /    25 tokens (   35.03 ms per token,    28.54 tokens per second)
16.16.870.277 I slot print_timing: id  0 | task 800 |        eval time =    6551.02 ms /    58 tokens (  112.95 ms per token,     8.85 tokens per second)
16.16.870.279 I slot print_timing: id  0 | task 800 |       total time =    7426.86 ms /    83 tokens
16.16.870.280 I slot print_timing: id  0 | task 800 |    graphs reused =        774
16.16.870.411 I slot      release: id  0 | task 800 | stop processing: n_tokens = 547, truncated = 0
16.16.910.302 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 130739803981
16.17.144.265 I slot launch_slot_: id  3 | task 860 | processing task, is_child = 0
16.25.992.402 I slot print_timing: id  3 | task 860 | prompt eval time =     813.68 ms /    31 tokens (   26.25 ms per token,    38.10 tokens per second)
16.25.992.410 I slot print_timing: id  3 | task 860 |        eval time =    7318.32 ms /    64 tokens (  114.35 ms per token,     8.75 tokens per second)
16.25.992.412 I slot print_timing: id  3 | task 860 |       total time =    8132.00 ms /    95 tokens
16.25.992.413 I slot print_timing: id  3 | task 860 |    graphs reused =        836
16.25.992.583 I slot      release: id  3 | task 860 | stop processing: n_tokens = 624, truncated = 0
16.26.031.652 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.924 (> 0.100 thold), f_keep = 0.854
16.26.032.334 I slot launch_slot_: id  3 | task 926 | processing task, is_child = 0
16.38.472.349 I slot print_timing: id  3 | task 926 | n_decoded =    100, tg =   8.77 t/s, tg_3s =   8.77 t/s
16.39.853.190 I slot print_timing: id  3 | task 926 | prompt eval time =    1043.79 ms /    47 tokens (   22.21 ms per token,    45.03 tokens per second)
16.39.853.196 I slot print_timing: id  3 | task 926 |        eval time =   12777.01 ms /   112 tokens (  114.08 ms per token,     8.77 tokens per second)
16.39.853.198 I slot print_timing: id  3 | task 926 |       total time =   13820.80 ms /   159 tokens
16.39.853.199 I slot print_timing: id  3 | task 926 |    graphs reused =        946
16.39.853.324 I slot      release: id  3 | task 926 | stop processing: n_tokens = 688, truncated = 0
16.39.892.187 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 130768671951
16.40.171.309 I slot launch_slot_: id  2 | task 1040 | processing task, is_child = 0
16.51.200.151 I slot print_timing: id  2 | task 1040 | prompt eval time =     828.11 ms /    23 tokens (   36.00 ms per token,    27.77 tokens per second)
16.51.200.159 I slot print_timing: id  2 | task 1040 |        eval time =    9209.98 ms /    81 tokens (  113.70 ms per token,     8.79 tokens per second)
16.51.200.161 I slot print_timing: id  2 | task 1040 |       total time =   10038.09 ms /   104 tokens
16.51.200.162 I slot print_timing: id  2 | task 1040 |    graphs reused =       1025
16.51.200.296 I slot      release: id  2 | task 1040 | stop processing: n_tokens = 572, truncated = 0
16.51.237.647 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 130779162855
16.51.447.370 I slot launch_slot_: id  1 | task 1123 | processing task, is_child = 0
16.59.855.646 I slot print_timing: id  1 | task 1123 | prompt eval time =     786.14 ms /    23 tokens (   34.18 ms per token,    29.26 tokens per second)
16.59.855.653 I slot print_timing: id  1 | task 1123 |        eval time =    6334.04 ms /    56 tokens (  113.11 ms per token,     8.84 tokens per second)
16.59.855.655 I slot print_timing: id  1 | task 1123 |       total time =    7120.18 ms /    79 tokens
16.59.855.656 I slot print_timing: id  1 | task 1123 |    graphs reused =       1079
16.59.855.788 I slot      release: id  1 | task 1123 | stop processing: n_tokens = 545, truncated = 0
16.59.892.295 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 0.955 (> 0.100 thold), f_keep = 0.862
16.59.892.855 I slot launch_slot_: id  1 | task 1181 | processing task, is_child = 0
17.08.400.579 I slot print_timing: id  1 | task 1181 | prompt eval time =     792.57 ms /    25 tokens (   31.70 ms per token,    31.54 tokens per second)
17.08.400.587 I slot print_timing: id  1 | task 1181 |        eval time =    7715.10 ms /    68 tokens (  113.46 ms per token,     8.81 tokens per second)
17.08.400.588 I slot print_timing: id  1 | task 1181 |       total time =    8507.66 ms /    93 tokens
17.08.400.590 I slot print_timing: id  1 | task 1181 |    graphs reused =       1145
17.08.400.691 I slot      release: id  1 | task 1181 | stop processing: n_tokens = 559, truncated = 0
17.08.438.801 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 130787535403
17.08.645.660 I slot launch_slot_: id  0 | task 1251 | processing task, is_child = 0
17.17.047.151 I slot print_timing: id  0 | task 1251 | prompt eval time =     791.42 ms /    24 tokens (   32.98 ms per token,    30.33 tokens per second)
17.17.047.164 I slot print_timing: id  0 | task 1251 |        eval time =    6389.25 ms /    56 tokens (  114.09 ms per token,     8.76 tokens per second)
17.17.047.166 I slot print_timing: id  0 | task 1251 |       total time =    7180.67 ms /    80 tokens
17.17.047.167 I slot print_timing: id  0 | task 1251 |    graphs reused =       1199
17.17.047.272 I slot      release: id  0 | task 1251 | stop processing: n_tokens = 548, truncated = 0
17.17.085.277 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 130810518315
17.17.408.635 I slot launch_slot_: id  3 | task 1309 | processing task, is_child = 0
17.31.207.362 I slot print_timing: id  3 | task 1309 | n_decoded =    100, tg =   8.78 t/s, tg_3s =   8.78 t/s
17.31.897.622 I slot print_timing: id  3 | task 1309 | prompt eval time =    1072.34 ms /    45 tokens (   23.83 ms per token,    41.96 tokens per second)
17.31.897.630 I slot print_timing: id  3 | task 1309 |        eval time =   12085.65 ms /   106 tokens (  114.02 ms per token,     8.77 tokens per second)
17.31.897.632 I slot print_timing: id  3 | task 1309 |       total time =   13157.99 ms /   151 tokens
17.31.897.633 I slot print_timing: id  3 | task 1309 |    graphs reused =       1303
17.31.897.749 I slot      release: id  3 | task 1309 | stop processing: n_tokens = 654, truncated = 0
18.16.327.759 I srv    operator(): operator(): cleaning up before exit...
