0.00.177.300 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.01.279.785 I srv    load_model: loading model '/home/mark/AI/Models/Qwen 3.6/27B/Qwen3.6-27B-Q3_K_M-STOCK-IMAT.gguf'
0.21.201.541 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 8192, kv_unified = 'true'
0.21.237.701 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.21.237.751 I srv  llama_server: model loaded
0.21.237.757 I srv  llama_server: listening on http://127.0.0.1:8091
0.24.952.888 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
0.57.171.669 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
0.57.239.123 I slot launch_slot_: id  0 | task 155 | processing task, is_child = 0
1.01.749.789 I slot print_timing: id  0 | task 155 | prompt eval time =    1102.57 ms /    20 tokens (   55.13 ms per token,    18.14 tokens per second)
1.01.749.797 I slot print_timing: id  0 | task 155 |        eval time =    2679.26 ms /    28 tokens (   95.69 ms per token,    10.45 tokens per second)
1.01.749.798 I slot print_timing: id  0 | task 155 |       total time =    3781.83 ms /    48 tokens
1.01.749.799 I slot print_timing: id  0 | task 155 |    graphs reused =        156
1.01.750.111 I slot      release: id  0 | task 155 | stop processing: n_tokens = 516, truncated = 0
1.01.788.844 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 196795854185
1.01.789.282 I slot launch_slot_: id  3 | task 185 | processing task, is_child = 0
1.06.184.917 I slot print_timing: id  3 | task 185 | prompt processing, n_tokens =    465, progress = 0.96, t =   3.75 s / 123.87 tokens per second
1.08.268.409 I slot print_timing: id  3 | task 185 | prompt processing, n_tokens =    480, progress = 0.99, t =   5.84 s / 82.23 tokens per second
1.12.716.063 I slot print_timing: id  3 | task 185 | prompt eval time =    6719.02 ms /   484 tokens (   13.88 ms per token,    72.03 tokens per second)
1.12.716.072 I slot print_timing: id  3 | task 185 |        eval time =    3566.19 ms /    37 tokens (   96.38 ms per token,    10.38 tokens per second)
1.12.716.074 I slot print_timing: id  3 | task 185 |       total time =   10285.22 ms /   521 tokens
1.12.716.075 I slot print_timing: id  3 | task 185 |    graphs reused =        190
1.12.716.358 I slot      release: id  3 | task 185 | stop processing: n_tokens = 520, truncated = 0
1.12.755.350 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 196807765577
1.12.845.924 I slot launch_slot_: id  2 | task 226 | processing task, is_child = 0
1.18.530.463 I slot print_timing: id  2 | task 226 | prompt eval time =    1186.27 ms /    26 tokens (   45.63 ms per token,    21.92 tokens per second)
1.18.530.471 I slot print_timing: id  2 | task 226 |        eval time =    3968.15 ms /    41 tokens (   96.78 ms per token,    10.33 tokens per second)
1.18.530.473 I slot print_timing: id  2 | task 226 |       total time =    5154.43 ms /    67 tokens
1.18.530.474 I slot print_timing: id  2 | task 226 |    graphs reused =        229
1.18.530.622 I slot      release: id  2 | task 226 | stop processing: n_tokens = 535, truncated = 0
1.18.570.559 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.946 (> 0.100 thold), f_keep = 0.884
1.18.570.995 I slot launch_slot_: id  2 | task 269 | processing task, is_child = 0
1.24.633.595 I slot print_timing: id  2 | task 269 | prompt eval time =    1105.42 ms /    31 tokens (   35.66 ms per token,    28.04 tokens per second)
1.24.633.603 I slot print_timing: id  2 | task 269 |        eval time =    4957.12 ms /    49 tokens (  101.17 ms per token,     9.88 tokens per second)
1.24.633.605 I slot print_timing: id  2 | task 269 |       total time =    6062.54 ms /    80 tokens
1.24.633.606 I slot print_timing: id  2 | task 269 |    graphs reused =        276
1.24.633.703 I slot      release: id  2 | task 269 | stop processing: n_tokens = 548, truncated = 0
1.24.670.498 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 196826828059
1.24.918.076 I slot launch_slot_: id  1 | task 320 | processing task, is_child = 0
1.31.185.487 I slot print_timing: id  1 | task 320 | prompt eval time =    1218.27 ms /    23 tokens (   52.97 ms per token,    18.88 tokens per second)
1.31.185.496 I slot print_timing: id  1 | task 320 |        eval time =    4059.99 ms /    42 tokens (   96.67 ms per token,    10.34 tokens per second)
1.31.185.498 I slot print_timing: id  1 | task 320 |       total time =    5278.26 ms /    65 tokens
1.31.185.499 I slot print_timing: id  1 | task 320 |    graphs reused =        316
1.31.185.623 I slot      release: id  1 | task 320 | stop processing: n_tokens = 531, truncated = 0
1.31.224.631 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 196831445904
1.31.225.118 I slot launch_slot_: id  0 | task 364 | processing task, is_child = 0
1.35.583.307 I slot print_timing: id  0 | task 364 | prompt processing, n_tokens =    403, progress = 0.75, t =   3.33 s / 120.85 tokens per second
1.36.268.736 I slot print_timing: id  0 | task 364 | prompt processing, n_tokens =    504, progress = 0.94, t =   4.02 s / 125.37 tokens per second
1.38.329.128 I slot print_timing: id  0 | task 364 | prompt processing, n_tokens =    531, progress = 0.99, t =   6.08 s / 87.33 tokens per second
1.44.363.894 I slot print_timing: id  0 | task 364 | prompt eval time =    6969.26 ms /   535 tokens (   13.03 ms per token,    76.77 tokens per second)
1.44.363.902 I slot print_timing: id  0 | task 364 |        eval time =    5146.09 ms /    53 tokens (   97.10 ms per token,    10.30 tokens per second)
1.44.363.904 I slot print_timing: id  0 | task 364 |       total time =   12115.35 ms /   588 tokens
1.44.363.905 I slot print_timing: id  0 | task 364 |    graphs reused =        367
1.44.364.278 I slot      release: id  0 | task 364 | stop processing: n_tokens = 587, truncated = 0
1.44.405.269 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.960 (> 0.100 thold), f_keep = 0.864
1.44.405.731 I slot launch_slot_: id  0 | task 421 | processing task, is_child = 0
1.49.567.928 I slot print_timing: id  0 | task 421 | prompt eval time =    1102.13 ms /    24 tokens (   45.92 ms per token,    21.78 tokens per second)
1.49.567.936 I slot print_timing: id  0 | task 421 |        eval time =    4060.00 ms /    42 tokens (   96.67 ms per token,    10.34 tokens per second)
1.49.567.937 I slot print_timing: id  0 | task 421 |       total time =    5162.13 ms /    66 tokens
1.49.567.939 I slot print_timing: id  0 | task 421 |    graphs reused =        407
1.49.568.055 I slot      release: id  0 | task 421 | stop processing: n_tokens = 569, truncated = 0
1.49.607.892 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 196842412151
1.49.608.448 I slot launch_slot_: id  3 | task 465 | processing task, is_child = 0
1.53.489.924 I slot print_timing: id  3 | task 465 | prompt processing, n_tokens =    395, progress = 0.75, t =   3.29 s / 119.93 tokens per second
1.54.211.748 I slot print_timing: id  3 | task 465 | prompt processing, n_tokens =    503, progress = 0.95, t =   4.02 s / 125.27 tokens per second
1.56.286.501 I slot print_timing: id  3 | task 465 | prompt processing, n_tokens =    523, progress = 0.99, t =   6.09 s / 85.88 tokens per second
2.00.241.112 I slot print_timing: id  3 | task 465 | prompt eval time =    6975.02 ms /   527 tokens (   13.24 ms per token,    75.56 tokens per second)
2.00.241.120 I slot print_timing: id  3 | task 465 |        eval time =    3069.68 ms /    32 tokens (   95.93 ms per token,    10.42 tokens per second)
2.00.241.122 I slot print_timing: id  3 | task 465 |       total time =   10044.70 ms /   559 tokens
2.00.241.128 I slot print_timing: id  3 | task 465 |    graphs reused =        437
2.00.241.277 I slot      release: id  3 | task 465 | stop processing: n_tokens = 558, truncated = 0
2.00.280.289 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.960 (> 0.100 thold), f_keep = 0.907
2.00.280.791 I slot launch_slot_: id  3 | task 501 | processing task, is_child = 0
2.05.437.314 I slot print_timing: id  3 | task 501 | prompt eval time =    1096.90 ms /    24 tokens (   45.70 ms per token,    21.88 tokens per second)
2.05.437.322 I slot print_timing: id  3 | task 501 |        eval time =    4059.56 ms /    42 tokens (   96.66 ms per token,    10.35 tokens per second)
2.05.437.324 I slot print_timing: id  3 | task 501 |       total time =    5156.47 ms /    66 tokens
2.05.437.325 I slot print_timing: id  3 | task 501 |    graphs reused =        477
2.05.437.440 I slot      release: id  3 | task 501 | stop processing: n_tokens = 568, truncated = 0
2.05.478.469 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 196854329494
2.05.479.064 I slot launch_slot_: id  2 | task 545 | processing task, is_child = 0
2.09.416.734 I slot print_timing: id  2 | task 545 | prompt processing, n_tokens =    440, progress = 0.77, t =   3.36 s / 130.84 tokens per second
2.10.150.620 I slot print_timing: id  2 | task 545 | prompt processing, n_tokens =    530, progress = 0.93, t =   4.10 s / 129.37 tokens per second
2.12.195.422 I slot print_timing: id  2 | task 545 | prompt processing, n_tokens =    568, progress = 0.99, t =   6.14 s / 92.49 tokens per second
2.23.516.202 I slot print_timing: id  2 | task 545 | prompt eval time =    7224.37 ms /   572 tokens (   12.63 ms per token,    79.18 tokens per second)
2.23.516.218 I slot print_timing: id  2 | task 545 |        eval time =   10237.90 ms /   100 tokens (  102.38 ms per token,     9.77 tokens per second)
2.23.516.220 I slot print_timing: id  2 | task 545 |       total time =   17462.26 ms /   672 tokens
2.23.516.221 I slot print_timing: id  2 | task 545 |    graphs reused =        575
2.23.516.578 I slot      release: id  2 | task 545 | stop processing: n_tokens = 671, truncated = 0
2.23.559.384 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.929 (> 0.100 thold), f_keep = 0.797
2.23.559.971 I slot launch_slot_: id  2 | task 649 | processing task, is_child = 0
2.33.125.945 I slot print_timing: id  2 | task 649 | prompt eval time =    1354.05 ms /    46 tokens (   29.44 ms per token,    33.97 tokens per second)
2.33.125.953 I slot print_timing: id  2 | task 649 |        eval time =    8211.86 ms /    84 tokens (   97.76 ms per token,    10.23 tokens per second)
2.33.125.955 I slot print_timing: id  2 | task 649 |       total time =    9565.91 ms /   130 tokens
2.33.125.956 I slot print_timing: id  2 | task 649 |    graphs reused =        657
2.33.126.085 I slot      release: id  2 | task 649 | stop processing: n_tokens = 659, truncated = 0
2.33.165.690 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 196860881416
2.33.285.206 I slot launch_slot_: id  1 | task 735 | processing task, is_child = 0
2.42.736.662 I slot print_timing: id  1 | task 735 | prompt eval time =    1308.92 ms /    50 tokens (   26.18 ms per token,    38.20 tokens per second)
2.42.736.671 I slot print_timing: id  1 | task 735 |        eval time =    7438.07 ms /    76 tokens (   97.87 ms per token,    10.22 tokens per second)
2.42.736.678 I slot print_timing: id  1 | task 735 |       total time =    8746.99 ms /   126 tokens
2.42.736.680 I slot print_timing: id  1 | task 735 |    graphs reused =        731
2.42.736.897 I slot      release: id  1 | task 735 | stop processing: n_tokens = 628, truncated = 0
2.42.774.689 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 196879263847
2.42.948.274 I slot launch_slot_: id  0 | task 813 | processing task, is_child = 0
2.50.411.294 I slot print_timing: id  0 | task 813 | prompt eval time =    1104.29 ms /    25 tokens (   44.17 ms per token,    22.64 tokens per second)
2.50.411.302 I slot print_timing: id  0 | task 813 |        eval time =    5640.78 ms /    58 tokens (   97.25 ms per token,    10.28 tokens per second)
2.50.411.304 I slot print_timing: id  0 | task 813 |       total time =    6745.08 ms /    83 tokens
2.50.411.305 I slot print_timing: id  0 | task 813 |    graphs reused =        787
2.50.411.430 I slot      release: id  0 | task 813 | stop processing: n_tokens = 547, truncated = 0
2.50.450.637 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 196895133234
2.50.699.004 I slot launch_slot_: id  3 | task 873 | processing task, is_child = 0
2.58.772.805 I slot print_timing: id  3 | task 873 | prompt eval time =    1109.34 ms /    31 tokens (   35.79 ms per token,    27.94 tokens per second)
2.58.772.814 I slot print_timing: id  3 | task 873 |        eval time =    6334.35 ms /    64 tokens (   98.97 ms per token,    10.10 tokens per second)
2.58.772.815 I slot print_timing: id  3 | task 873 |       total time =    7443.69 ms /    95 tokens
2.58.772.824 I slot print_timing: id  3 | task 873 |    graphs reused =        849
2.58.772.941 I slot      release: id  3 | task 873 | stop processing: n_tokens = 624, truncated = 0
2.58.812.106 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.924 (> 0.100 thold), f_keep = 0.854
2.58.812.708 I slot launch_slot_: id  3 | task 939 | processing task, is_child = 0
3.10.393.196 I slot print_timing: id  3 | task 939 | n_decoded =    100, tg =   9.75 t/s, tg_3s =   9.75 t/s
3.11.654.252 I slot print_timing: id  3 | task 939 | prompt eval time =    1320.68 ms /    47 tokens (   28.10 ms per token,    35.59 tokens per second)
3.11.654.259 I slot print_timing: id  3 | task 939 |        eval time =   11520.81 ms /   112 tokens (  102.86 ms per token,     9.72 tokens per second)
3.11.654.261 I slot print_timing: id  3 | task 939 |       total time =   12841.49 ms /   159 tokens
3.11.654.263 I slot print_timing: id  3 | task 939 |    graphs reused =        959
3.11.654.386 I slot      release: id  3 | task 939 | stop processing: n_tokens = 688, truncated = 0
3.11.692.637 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 196922821884
3.11.989.701 I slot launch_slot_: id  2 | task 1053 | processing task, is_child = 0
3.21.949.500 I slot print_timing: id  2 | task 1053 | prompt eval time =    1187.88 ms /    23 tokens (   51.65 ms per token,    19.36 tokens per second)
3.21.949.508 I slot print_timing: id  2 | task 1053 |        eval time =    7933.67 ms /    81 tokens (   97.95 ms per token,    10.21 tokens per second)
3.21.949.510 I slot print_timing: id  2 | task 1053 |       total time =    9121.55 ms /   104 tokens
3.21.949.520 I slot print_timing: id  2 | task 1053 |    graphs reused =       1038
3.21.949.652 I slot      release: id  2 | task 1053 | stop processing: n_tokens = 572, truncated = 0
3.21.986.597 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 196932432690
3.22.289.236 I slot launch_slot_: id  1 | task 1136 | processing task, is_child = 0
3.30.098.706 I slot print_timing: id  1 | task 1136 | prompt eval time =    1159.02 ms /    23 tokens (   50.39 ms per token,    19.84 tokens per second)
3.30.098.714 I slot print_timing: id  1 | task 1136 |        eval time =    5457.19 ms /    56 tokens (   97.45 ms per token,    10.26 tokens per second)
3.30.098.716 I slot print_timing: id  1 | task 1136 |       total time =    6616.20 ms /    79 tokens
3.30.098.717 I slot print_timing: id  1 | task 1136 |    graphs reused =       1092
3.30.098.839 I slot      release: id  1 | task 1136 | stop processing: n_tokens = 545, truncated = 0
3.30.136.028 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 0.955 (> 0.100 thold), f_keep = 0.862
3.30.136.407 I slot launch_slot_: id  1 | task 1194 | processing task, is_child = 0
3.37.880.280 I slot print_timing: id  1 | task 1194 | prompt eval time =    1097.01 ms /    25 tokens (   43.88 ms per token,    22.79 tokens per second)
3.37.880.289 I slot print_timing: id  1 | task 1194 |        eval time =    6646.81 ms /    68 tokens (   97.75 ms per token,    10.23 tokens per second)
3.37.880.290 I slot print_timing: id  1 | task 1194 |       total time =    7743.82 ms /    93 tokens
3.37.880.292 I slot print_timing: id  1 | task 1194 |    graphs reused =       1158
3.37.880.395 I slot      release: id  1 | task 1194 | stop processing: n_tokens = 559, truncated = 0
3.37.918.364 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 196940107222
3.38.143.146 I slot launch_slot_: id  0 | task 1264 | processing task, is_child = 0
3.47.406.547 I slot print_timing: id  0 | task 1264 | prompt eval time =    1100.26 ms /    24 tokens (   45.84 ms per token,    21.81 tokens per second)
3.47.406.556 I slot print_timing: id  0 | task 1264 |        eval time =    6840.02 ms /    69 tokens (   99.13 ms per token,    10.09 tokens per second)
3.47.406.562 I slot print_timing: id  0 | task 1264 |       total time =    7940.28 ms /    93 tokens
3.47.406.564 I slot print_timing: id  0 | task 1264 |    graphs reused =       1225
3.47.406.664 I slot      release: id  0 | task 1264 | stop processing: n_tokens = 561, truncated = 0
3.47.445.044 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 196961350179
3.47.692.818 I slot launch_slot_: id  3 | task 1335 | processing task, is_child = 0
3.59.992.102 I slot print_timing: id  3 | task 1335 | n_decoded =    100, tg =  10.19 t/s, tg_3s =  10.19 t/s
4.00.586.810 I slot print_timing: id  3 | task 1335 | prompt eval time =    1375.31 ms /    45 tokens (   30.56 ms per token,    32.72 tokens per second)
4.00.586.818 I slot print_timing: id  3 | task 1335 |        eval time =   10411.63 ms /   106 tokens (   98.22 ms per token,    10.18 tokens per second)
4.00.586.819 I slot print_timing: id  3 | task 1335 |       total time =   11786.94 ms /   151 tokens
4.00.586.821 I slot print_timing: id  3 | task 1335 |    graphs reused =       1329
4.00.586.933 I slot      release: id  3 | task 1335 | stop processing: n_tokens = 654, truncated = 0
4.00.717.836 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 196971645445
4.00.717.915 I slot launch_slot_: id  2 | task 1443 | processing task, is_child = 0
4.10.668.991 I slot print_timing: id  2 | task 1443 | prompt eval time =    1126.31 ms /    14 tokens (   80.45 ms per token,    12.43 tokens per second)
4.10.668.999 I slot print_timing: id  2 | task 1443 |        eval time =    8055.24 ms /    80 tokens (  100.69 ms per token,     9.93 tokens per second)
4.10.669.001 I slot print_timing: id  2 | task 1443 |       total time =    9181.55 ms /    94 tokens
4.10.669.003 I slot print_timing: id  2 | task 1443 |    graphs reused =       1407
4.10.669.088 I slot      release: id  2 | task 1443 | stop processing: n_tokens = 93, truncated = 0
4.10.692.829 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 196987576186
4.10.692.914 I slot launch_slot_: id  1 | task 1525 | processing task, is_child = 0
4.19.485.602 I slot print_timing: id  1 | task 1525 | prompt eval time =     459.65 ms /     9 tokens (   51.07 ms per token,    19.58 tokens per second)
4.19.485.611 I slot print_timing: id  1 | task 1525 |        eval time =    8042.71 ms /    80 tokens (  100.53 ms per token,     9.95 tokens per second)
4.19.485.613 I slot print_timing: id  1 | task 1525 |       total time =    8502.35 ms /    89 tokens
4.19.485.614 I slot print_timing: id  1 | task 1525 |    graphs reused =       1485
4.19.485.702 I slot      release: id  1 | task 1525 | stop processing: n_tokens = 88, truncated = 0
4.19.502.578 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 196997102455
4.19.502.654 I slot launch_slot_: id  0 | task 1607 | processing task, is_child = 0
4.28.356.349 I slot print_timing: id  0 | task 1607 | prompt eval time =     511.73 ms /    11 tokens (   46.52 ms per token,    21.50 tokens per second)
4.28.356.356 I slot print_timing: id  0 | task 1607 |        eval time =    8052.19 ms /    80 tokens (  100.65 ms per token,     9.94 tokens per second)
4.28.356.358 I slot print_timing: id  0 | task 1607 |       total time =    8563.92 ms /    91 tokens
4.28.356.360 I slot print_timing: id  0 | task 1607 |    graphs reused =       1563
4.28.356.506 I slot      release: id  0 | task 1607 | stop processing: n_tokens = 90, truncated = 0
4.28.372.681 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 197010282727
4.28.372.788 I slot launch_slot_: id  3 | task 1689 | processing task, is_child = 0
4.37.992.477 I slot print_timing: id  3 | task 1689 | prompt eval time =    1104.44 ms /    20 tokens (   55.22 ms per token,    18.11 tokens per second)
4.37.992.485 I slot print_timing: id  3 | task 1689 |        eval time =    8224.95 ms /    80 tokens (  102.81 ms per token,     9.73 tokens per second)
4.37.992.487 I slot print_timing: id  3 | task 1689 |       total time =    9329.39 ms /   100 tokens
4.37.992.488 I slot print_timing: id  3 | task 1689 |    graphs reused =       1641
4.37.992.637 I slot      release: id  3 | task 1689 | stop processing: n_tokens = 99, truncated = 0
4.38.008.316 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 197020364879
4.38.008.390 I slot launch_slot_: id  2 | task 1771 | processing task, is_child = 0
4.46.856.404 I slot print_timing: id  2 | task 1771 | prompt eval time =     502.56 ms /    12 tokens (   41.88 ms per token,    23.88 tokens per second)
4.46.856.412 I slot print_timing: id  2 | task 1771 |        eval time =    8053.66 ms /    80 tokens (  100.67 ms per token,     9.93 tokens per second)
4.46.856.413 I slot print_timing: id  2 | task 1771 |       total time =    8556.22 ms /    92 tokens
4.46.856.415 I slot print_timing: id  2 | task 1771 |    graphs reused =       1719
4.46.856.509 I slot      release: id  2 | task 1771 | stop processing: n_tokens = 91, truncated = 0
4.46.944.820 I srv    operator(): operator(): cleaning up before exit...
