0.00.458.937 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.459.393 W srv  llama_server: -----------------
0.00.459.394 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.459.394 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.459.394 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.459.395 W srv  llama_server: -----------------
0.00.460.631 I srv    load_model: loading model '/mnt/usb/crow9b.gguf'
1.15.759.860 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 16384, kv_unified = 'false'
1.15.760.033 W srv          init: --cache-idle-slots requires --cache-ram, disabling
1.16.008.255 I srv  llama_server: model loaded
1.16.008.265 I srv  llama_server: listening on http://127.0.0.1:8143
1.17.501.397 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
6.11.785.607 I slot print_timing: id  0 | task 0 | n_decoded =    356, tg =   1.22 t/s, tg_3s =   1.22 t/s
6.15.085.431 I slot print_timing: id  0 | task 0 | n_decoded =    360, tg =   1.22 t/s, tg_3s =   1.21 t/s
6.18.386.068 I slot print_timing: id  0 | task 0 | n_decoded =    364, tg =   1.22 t/s, tg_3s =   1.21 t/s
6.21.652.086 I slot print_timing: id  0 | task 0 | n_decoded =    368, tg =   1.22 t/s, tg_3s =   1.22 t/s
6.24.918.960 I slot print_timing: id  0 | task 0 | n_decoded =    372, tg =   1.22 t/s, tg_3s =   1.22 t/s
6.28.185.525 I slot print_timing: id  0 | task 0 | n_decoded =    376, tg =   1.22 t/s, tg_3s =   1.22 t/s
6.31.485.003 I slot print_timing: id  0 | task 0 | n_decoded =    380, tg =   1.22 t/s, tg_3s =   1.21 t/s
6.34.785.148 I slot print_timing: id  0 | task 0 | n_decoded =    384, tg =   1.22 t/s, tg_3s =   1.21 t/s
6.38.052.268 I slot print_timing: id  0 | task 0 | n_decoded =    388, tg =   1.22 t/s, tg_3s =   1.22 t/s
6.41.385.480 I slot print_timing: id  0 | task 0 | n_decoded =    392, tg =   1.22 t/s, tg_3s =   1.20 t/s
6.44.652.342 I slot print_timing: id  0 | task 0 | n_decoded =    396, tg =   1.22 t/s, tg_3s =   1.22 t/s
6.47.919.131 I slot print_timing: id  0 | task 0 | n_decoded =    400, tg =   1.22 t/s, tg_3s =   1.22 t/s
6.51.185.667 I slot print_timing: id  0 | task 0 | n_decoded =    404, tg =   1.22 t/s, tg_3s =   1.22 t/s
6.54.452.513 I slot print_timing: id  0 | task 0 | n_decoded =    408, tg =   1.22 t/s, tg_3s =   1.22 t/s
6.57.719.190 I slot print_timing: id  0 | task 0 | n_decoded =    412, tg =   1.22 t/s, tg_3s =   1.22 t/s
7.00.985.791 I slot print_timing: id  0 | task 0 | n_decoded =    416, tg =   1.22 t/s, tg_3s =   1.22 t/s
7.04.252.527 I slot print_timing: id  0 | task 0 | n_decoded =    420, tg =   1.22 t/s, tg_3s =   1.22 t/s
7.07.519.113 I slot print_timing: id  0 | task 0 | n_decoded =    424, tg =   1.22 t/s, tg_3s =   1.22 t/s
7.10.785.949 I slot print_timing: id  0 | task 0 | n_decoded =    428, tg =   1.22 t/s, tg_3s =   1.22 t/s
7.14.052.517 I slot print_timing: id  0 | task 0 | n_decoded =    432, tg =   1.22 t/s, tg_3s =   1.22 t/s
7.17.319.229 I slot print_timing: id  0 | task 0 | n_decoded =    436, tg =   1.22 t/s, tg_3s =   1.22 t/s
7.20.585.969 I slot print_timing: id  0 | task 0 | n_decoded =    440, tg =   1.22 t/s, tg_3s =   1.22 t/s
7.23.852.699 I slot print_timing: id  0 | task 0 | n_decoded =    444, tg =   1.22 t/s, tg_3s =   1.22 t/s
7.27.119.357 I slot print_timing: id  0 | task 0 | n_decoded =    448, tg =   1.22 t/s, tg_3s =   1.22 t/s
7.30.386.046 I slot print_timing: id  0 | task 0 | n_decoded =    452, tg =   1.22 t/s, tg_3s =   1.22 t/s
7.33.652.705 I slot print_timing: id  0 | task 0 | n_decoded =    456, tg =   1.22 t/s, tg_3s =   1.22 t/s
7.36.919.524 I slot print_timing: id  0 | task 0 | n_decoded =    460, tg =   1.22 t/s, tg_3s =   1.22 t/s
7.40.186.211 I slot print_timing: id  0 | task 0 | n_decoded =    464, tg =   1.22 t/s, tg_3s =   1.22 t/s
7.43.452.934 I slot print_timing: id  0 | task 0 | n_decoded =    468, tg =   1.22 t/s, tg_3s =   1.22 t/s
7.46.719.585 I slot print_timing: id  0 | task 0 | n_decoded =    472, tg =   1.22 t/s, tg_3s =   1.22 t/s
7.49.986.143 I slot print_timing: id  0 | task 0 | n_decoded =    476, tg =   1.22 t/s, tg_3s =   1.22 t/s
7.53.252.874 I slot print_timing: id  0 | task 0 | n_decoded =    480, tg =   1.22 t/s, tg_3s =   1.22 t/s
7.56.552.663 I slot print_timing: id  0 | task 0 | n_decoded =    484, tg =   1.22 t/s, tg_3s =   1.21 t/s
7.59.819.569 I slot print_timing: id  0 | task 0 | n_decoded =    488, tg =   1.22 t/s, tg_3s =   1.22 t/s
8.03.086.382 I slot print_timing: id  0 | task 0 | n_decoded =    492, tg =   1.22 t/s, tg_3s =   1.22 t/s
8.06.352.968 I slot print_timing: id  0 | task 0 | n_decoded =    496, tg =   1.22 t/s, tg_3s =   1.22 t/s
8.09.619.877 I slot print_timing: id  0 | task 0 | prompt eval time =    3015.36 ms /    21 tokens (  143.59 ms per token,     6.96 tokens per second)
8.09.619.883 I slot print_timing: id  0 | task 0 |        eval time =  409102.99 ms /   500 tokens (  818.21 ms per token,     1.22 tokens per second)
8.09.619.883 I slot print_timing: id  0 | task 0 |       total time =  412118.34 ms /   521 tokens
8.09.619.897 I slot print_timing: id  0 | task 0 |    graphs reused =        497
8.09.620.036 I slot      release: id  0 | task 0 | stop processing: n_tokens = 520, truncated = 0
8.10.226.941 I srv    operator(): operator(): cleaning up before exit...
