0.00.394.273 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.394.742 W srv  llama_server: -----------------
0.00.394.744 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.394.744 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.394.744 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.394.745 W srv  llama_server: -----------------
0.00.396.052 I srv    load_model: loading model '/mnt/usb/crow9b.gguf'
1.21.052.357 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 16384, kv_unified = 'false'
1.21.052.549 W srv          init: --cache-idle-slots requires --cache-ram, disabling
1.21.291.543 I srv  llama_server: model loaded
1.21.291.554 I srv  llama_server: listening on http://127.0.0.1:8143
1.22.294.837 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
5.39.035.538 I slot print_timing: id  0 | task 0 | n_decoded =    284, tg =   1.12 t/s, tg_3s =   1.12 t/s
5.42.602.742 I slot print_timing: id  0 | task 0 | n_decoded =    288, tg =   1.12 t/s, tg_3s =   1.12 t/s
5.46.169.373 I slot print_timing: id  0 | task 0 | n_decoded =    292, tg =   1.12 t/s, tg_3s =   1.12 t/s
5.49.752.966 I slot print_timing: id  0 | task 0 | n_decoded =    296, tg =   1.12 t/s, tg_3s =   1.12 t/s
5.53.322.994 I slot print_timing: id  0 | task 0 | n_decoded =    300, tg =   1.12 t/s, tg_3s =   1.12 t/s
5.56.890.193 I slot print_timing: id  0 | task 0 | n_decoded =    304, tg =   1.12 t/s, tg_3s =   1.12 t/s
6.00.457.245 I slot print_timing: id  0 | task 0 | n_decoded =    308, tg =   1.12 t/s, tg_3s =   1.12 t/s
6.04.036.157 I slot print_timing: id  0 | task 0 | n_decoded =    312, tg =   1.12 t/s, tg_3s =   1.12 t/s
6.07.602.782 I slot print_timing: id  0 | task 0 | n_decoded =    316, tg =   1.12 t/s, tg_3s =   1.12 t/s
6.11.202.751 I slot print_timing: id  0 | task 0 | n_decoded =    320, tg =   1.12 t/s, tg_3s =   1.11 t/s
6.14.806.870 I slot print_timing: id  0 | task 0 | n_decoded =    324, tg =   1.12 t/s, tg_3s =   1.11 t/s
6.18.374.241 I slot print_timing: id  0 | task 0 | n_decoded =    328, tg =   1.12 t/s, tg_3s =   1.12 t/s
6.21.940.595 I slot print_timing: id  0 | task 0 | n_decoded =    332, tg =   1.12 t/s, tg_3s =   1.12 t/s
6.25.507.322 I slot print_timing: id  0 | task 0 | n_decoded =    336, tg =   1.12 t/s, tg_3s =   1.12 t/s
6.29.073.939 I slot print_timing: id  0 | task 0 | n_decoded =    340, tg =   1.12 t/s, tg_3s =   1.12 t/s
6.32.640.690 I slot print_timing: id  0 | task 0 | n_decoded =    344, tg =   1.12 t/s, tg_3s =   1.12 t/s
6.36.207.175 I slot print_timing: id  0 | task 0 | n_decoded =    348, tg =   1.12 t/s, tg_3s =   1.12 t/s
6.39.774.106 I slot print_timing: id  0 | task 0 | n_decoded =    352, tg =   1.12 t/s, tg_3s =   1.12 t/s
6.43.340.781 I slot print_timing: id  0 | task 0 | n_decoded =    356, tg =   1.12 t/s, tg_3s =   1.12 t/s
6.46.907.547 I slot print_timing: id  0 | task 0 | n_decoded =    360, tg =   1.12 t/s, tg_3s =   1.12 t/s
6.50.474.407 I slot print_timing: id  0 | task 0 | n_decoded =    364, tg =   1.12 t/s, tg_3s =   1.12 t/s
6.54.040.944 I slot print_timing: id  0 | task 0 | n_decoded =    368, tg =   1.12 t/s, tg_3s =   1.12 t/s
6.57.607.419 I slot print_timing: id  0 | task 0 | n_decoded =    372, tg =   1.12 t/s, tg_3s =   1.12 t/s
7.01.174.243 I slot print_timing: id  0 | task 0 | n_decoded =    376, tg =   1.12 t/s, tg_3s =   1.12 t/s
7.04.741.000 I slot print_timing: id  0 | task 0 | n_decoded =    380, tg =   1.12 t/s, tg_3s =   1.12 t/s
7.08.307.812 I slot print_timing: id  0 | task 0 | n_decoded =    384, tg =   1.12 t/s, tg_3s =   1.12 t/s
7.11.889.729 I slot print_timing: id  0 | task 0 | n_decoded =    388, tg =   1.12 t/s, tg_3s =   1.12 t/s
7.15.485.997 I slot print_timing: id  0 | task 0 | n_decoded =    392, tg =   1.12 t/s, tg_3s =   1.11 t/s
7.19.053.515 I slot print_timing: id  0 | task 0 | n_decoded =    396, tg =   1.12 t/s, tg_3s =   1.12 t/s
7.22.640.665 I slot print_timing: id  0 | task 0 | n_decoded =    400, tg =   1.12 t/s, tg_3s =   1.12 t/s
7.26.207.873 I slot print_timing: id  0 | task 0 | n_decoded =    404, tg =   1.12 t/s, tg_3s =   1.12 t/s
7.29.774.639 I slot print_timing: id  0 | task 0 | n_decoded =    408, tg =   1.12 t/s, tg_3s =   1.12 t/s
7.33.341.069 I slot print_timing: id  0 | task 0 | n_decoded =    412, tg =   1.12 t/s, tg_3s =   1.12 t/s
7.36.908.068 I slot print_timing: id  0 | task 0 | n_decoded =    416, tg =   1.12 t/s, tg_3s =   1.12 t/s
7.40.474.761 I slot print_timing: id  0 | task 0 | n_decoded =    420, tg =   1.12 t/s, tg_3s =   1.12 t/s
7.44.041.313 I slot print_timing: id  0 | task 0 | n_decoded =    424, tg =   1.12 t/s, tg_3s =   1.12 t/s
7.47.658.525 I slot print_timing: id  0 | task 0 | n_decoded =    428, tg =   1.12 t/s, tg_3s =   1.11 t/s
7.51.224.455 I slot print_timing: id  0 | task 0 | n_decoded =    432, tg =   1.12 t/s, tg_3s =   1.12 t/s
7.54.791.488 I slot print_timing: id  0 | task 0 | n_decoded =    436, tg =   1.12 t/s, tg_3s =   1.12 t/s
7.58.358.328 I slot print_timing: id  0 | task 0 | n_decoded =    440, tg =   1.12 t/s, tg_3s =   1.12 t/s
8.01.924.864 I slot print_timing: id  0 | task 0 | n_decoded =    444, tg =   1.12 t/s, tg_3s =   1.12 t/s
8.05.491.562 I slot print_timing: id  0 | task 0 | n_decoded =    448, tg =   1.12 t/s, tg_3s =   1.12 t/s
8.09.058.287 I slot print_timing: id  0 | task 0 | n_decoded =    452, tg =   1.12 t/s, tg_3s =   1.12 t/s
8.12.625.228 I slot print_timing: id  0 | task 0 | n_decoded =    456, tg =   1.12 t/s, tg_3s =   1.12 t/s
8.16.191.762 I slot print_timing: id  0 | task 0 | n_decoded =    460, tg =   1.12 t/s, tg_3s =   1.12 t/s
8.19.758.435 I slot print_timing: id  0 | task 0 | n_decoded =    464, tg =   1.12 t/s, tg_3s =   1.12 t/s
8.23.324.985 I slot print_timing: id  0 | task 0 | n_decoded =    468, tg =   1.12 t/s, tg_3s =   1.12 t/s
8.26.891.589 I slot print_timing: id  0 | task 0 | n_decoded =    472, tg =   1.12 t/s, tg_3s =   1.12 t/s
8.30.458.527 I slot print_timing: id  0 | task 0 | n_decoded =    476, tg =   1.12 t/s, tg_3s =   1.12 t/s
8.34.025.233 I slot print_timing: id  0 | task 0 | n_decoded =    480, tg =   1.12 t/s, tg_3s =   1.12 t/s
8.37.605.148 I slot print_timing: id  0 | task 0 | n_decoded =    484, tg =   1.12 t/s, tg_3s =   1.12 t/s
8.41.171.028 I slot print_timing: id  0 | task 0 | n_decoded =    488, tg =   1.12 t/s, tg_3s =   1.12 t/s
8.44.737.822 I slot print_timing: id  0 | task 0 | n_decoded =    492, tg =   1.12 t/s, tg_3s =   1.12 t/s
8.48.309.076 I slot print_timing: id  0 | task 0 | n_decoded =    496, tg =   1.12 t/s, tg_3s =   1.12 t/s
8.51.875.916 I slot print_timing: id  0 | task 0 | prompt eval time =    3326.05 ms /    21 tokens (  158.38 ms per token,     6.31 tokens per second)
8.51.875.923 I slot print_timing: id  0 | task 0 |        eval time =  446254.84 ms /   500 tokens (  892.51 ms per token,     1.12 tokens per second)
8.51.875.924 I slot print_timing: id  0 | task 0 |       total time =  449580.88 ms /   521 tokens
8.51.875.927 I slot print_timing: id  0 | task 0 |    graphs reused =        497
8.51.876.032 I slot      release: id  0 | task 0 | stop processing: n_tokens = 520, truncated = 0
8.52.755.105 I srv    operator(): operator(): cleaning up before exit...
