0.00.060.256 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.061.038 W srv  llama_server: -----------------
0.00.061.040 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.061.040 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.061.040 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.061.040 W srv  llama_server: -----------------
0.00.062.347 I srv    load_model: loading model '/mnt/TG_2TB/AI/Models/Qwen3.8-27B-AD-IQ3_XXS.gguf'
VMEAN tap: no live V layers — add disabled
TCQ: encode V alpha=1.0 (context-adaptive decode-time alpha active)
TCQ1 decode: K/V codebooks (K=baked-in V=baked-in) hotswap=0
TCQ decode: context-adaptive V alpha enabled
0.22.165.691 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 4096, kv_unified = 'true'
0.22.165.855 W no implementations specified for speculative decoding
0.22.165.861 W no implementations specified for speculative decoding
0.22.165.861 W no implementations specified for speculative decoding
0.22.165.861 W no implementations specified for speculative decoding
0.22.187.631 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.22.187.775 I srv  llama_server: model loaded
0.22.187.801 I srv  llama_server: listening on http://127.0.0.1:8080
0.27.166.433 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1 (best rejected sim = 0.000)
2.03.988.661 I slot print_timing: id  0 | task 45 | n_decoded =   2461, tg =  26.08 t/s, tg_3s =  25.72 t/s
2.07.024.451 I slot print_timing: id  0 | task 45 | n_decoded =   2540, tg =  26.08 t/s, tg_3s =  26.02 t/s
2.10.042.224 I slot print_timing: id  0 | task 45 | n_decoded =   2619, tg =  26.08 t/s, tg_3s =  26.18 t/s
2.13.065.275 I slot print_timing: id  0 | task 45 | n_decoded =   2698, tg =  26.08 t/s, tg_3s =  26.13 t/s
2.16.103.337 I slot print_timing: id  0 | task 45 | n_decoded =   2776, tg =  26.07 t/s, tg_3s =  25.67 t/s
2.19.132.105 I slot print_timing: id  0 | task 45 | n_decoded =   2855, tg =  26.07 t/s, tg_3s =  26.08 t/s
2.22.153.055 I slot print_timing: id  0 | task 45 | n_decoded =   2934, tg =  26.07 t/s, tg_3s =  26.15 t/s
2.25.159.543 I slot print_timing: id  0 | task 45 | n_decoded =   3011, tg =  26.06 t/s, tg_3s =  25.61 t/s
2.27.502.582 I slot print_timing: id  0 | task 45 | prompt eval time =     277.89 ms /    76 tokens (    3.66 ms per token,   273.49 tokens per second)
2.27.502.586 I slot print_timing: id  0 | task 45 |        eval time =  117886.27 ms /  3072 tokens (   38.37 ms per token,    26.06 tokens per second)
2.27.502.586 I slot print_timing: id  0 | task 45 |       total time =  118164.16 ms /  3148 tokens
2.27.502.587 I slot print_timing: id  0 | task 45 |    graphs reused =       3099
2.27.502.923 I slot      release: id  0 | task 45 | stop processing: n_tokens = 3189, truncated = 0
2.27.523.675 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.460 (> 0.100 thold), f_keep = 0.014
2.27.820.010 I slot launch_slot_: id  0 | task 3119 | processing task, is_child = 0
2.27.828.022 W slot   operator(): id  0 | task 3119 | restored context checkpoint (pos_min = 41, pos_max = 41, n_tokens = 42, n_past = 42, size = 149.626 MiB)
2.27.909.298 W slot   operator(): id  0 | task 3119 | created context checkpoint 3 of 32 (pos_min = 41, pos_max = 41, n_tokens = 42, size = 149.626 MiB)
2.28.025.780 W slot   operator(): id  0 | task 3119 | created context checkpoint 4 of 32 (pos_min = 95, pos_max = 95, n_tokens = 96, size = 149.626 MiB)
2.31.813.032 I slot print_timing: id  0 | task 3119 | n_decoded =    100, tg =  26.76 t/s, tg_3s =  26.76 t/s
2.34.849.944 I slot print_timing: id  0 | task 3119 | n_decoded =    180, tg =  26.57 t/s, tg_3s =  26.34 t/s
2.37.877.560 I slot print_timing: id  0 | task 3119 | n_decoded =    260, tg =  26.53 t/s, tg_3s =  26.42 t/s
2.40.895.304 I slot print_timing: id  0 | task 3119 | n_decoded =    340, tg =  26.52 t/s, tg_3s =  26.51 t/s
2.43.895.781 I slot print_timing: id  0 | task 3119 | n_decoded =    419, tg =  26.49 t/s, tg_3s =  26.33 t/s
2.46.901.789 I slot print_timing: id  0 | task 3119 | n_decoded =    498, tg =  26.45 t/s, tg_3s =  26.28 t/s
2.49.929.632 I slot print_timing: id  0 | task 3119 | n_decoded =    578, tg =  26.45 t/s, tg_3s =  26.42 t/s
2.52.960.540 I slot print_timing: id  0 | task 3119 | n_decoded =    658, tg =  26.44 t/s, tg_3s =  26.39 t/s
2.55.977.924 I slot print_timing: id  0 | task 3119 | n_decoded =    737, tg =  26.41 t/s, tg_3s =  26.18 t/s
2.58.991.927 I slot print_timing: id  0 | task 3119 | n_decoded =    816, tg =  26.39 t/s, tg_3s =  26.21 t/s
3.02.002.507 I slot print_timing: id  0 | task 3119 | n_decoded =    895, tg =  26.38 t/s, tg_3s =  26.24 t/s
3.05.030.794 I slot print_timing: id  0 | task 3119 | n_decoded =    974, tg =  26.36 t/s, tg_3s =  26.09 t/s
3.08.051.342 I slot print_timing: id  0 | task 3119 | n_decoded =   1053, tg =  26.34 t/s, tg_3s =  26.15 t/s
3.11.055.741 I slot print_timing: id  0 | task 3119 | n_decoded =   1132, tg =  26.34 t/s, tg_3s =  26.29 t/s
3.14.077.334 I slot print_timing: id  0 | task 3119 | n_decoded =   1211, tg =  26.33 t/s, tg_3s =  26.15 t/s
3.17.101.157 I slot print_timing: id  0 | task 3119 | n_decoded =   1290, tg =  26.31 t/s, tg_3s =  26.13 t/s
3.20.111.540 I slot print_timing: id  0 | task 3119 | n_decoded =   1369, tg =  26.31 t/s, tg_3s =  26.24 t/s
3.23.130.336 I slot print_timing: id  0 | task 3119 | n_decoded =   1448, tg =  26.30 t/s, tg_3s =  26.17 t/s
3.26.155.716 I slot print_timing: id  0 | task 3119 | n_decoded =   1527, tg =  26.29 t/s, tg_3s =  26.11 t/s
3.29.175.688 I slot print_timing: id  0 | task 3119 | n_decoded =   1606, tg =  26.28 t/s, tg_3s =  26.16 t/s
3.32.187.153 I slot print_timing: id  0 | task 3119 | n_decoded =   1685, tg =  26.28 t/s, tg_3s =  26.23 t/s
3.35.215.849 I slot print_timing: id  0 | task 3119 | n_decoded =   1764, tg =  26.27 t/s, tg_3s =  26.08 t/s
3.38.236.843 I slot print_timing: id  0 | task 3119 | n_decoded =   1843, tg =  26.27 t/s, tg_3s =  26.15 t/s
3.41.253.439 I slot print_timing: id  0 | task 3119 | n_decoded =   1922, tg =  26.26 t/s, tg_3s =  26.19 t/s
3.44.284.468 I slot print_timing: id  0 | task 3119 | n_decoded =   2001, tg =  26.26 t/s, tg_3s =  26.06 t/s
3.47.316.834 I slot print_timing: id  0 | task 3119 | n_decoded =   2080, tg =  26.25 t/s, tg_3s =  26.05 t/s
3.50.336.260 I slot print_timing: id  0 | task 3119 | n_decoded =   2159, tg =  26.25 t/s, tg_3s =  26.16 t/s
3.53.365.566 I slot print_timing: id  0 | task 3119 | n_decoded =   2238, tg =  26.24 t/s, tg_3s =  26.08 t/s
3.56.366.812 I slot print_timing: id  0 | task 3119 | n_decoded =   2316, tg =  26.23 t/s, tg_3s =  25.99 t/s
3.59.392.983 I slot print_timing: id  0 | task 3119 | n_decoded =   2395, tg =  26.23 t/s, tg_3s =  26.11 t/s
4.02.419.851 I slot print_timing: id  0 | task 3119 | n_decoded =   2474, tg =  26.22 t/s, tg_3s =  26.10 t/s
4.05.452.052 I slot print_timing: id  0 | task 3119 | n_decoded =   2553, tg =  26.22 t/s, tg_3s =  26.05 t/s
4.08.481.301 I slot print_timing: id  0 | task 3119 | n_decoded =   2632, tg =  26.21 t/s, tg_3s =  26.08 t/s
4.11.497.499 I slot print_timing: id  0 | task 3119 | n_decoded =   2711, tg =  26.21 t/s, tg_3s =  26.19 t/s
4.14.531.588 I slot print_timing: id  0 | task 3119 | n_decoded =   2790, tg =  26.21 t/s, tg_3s =  26.04 t/s
4.17.560.280 I slot print_timing: id  0 | task 3119 | n_decoded =   2869, tg =  26.20 t/s, tg_3s =  26.08 t/s
4.20.585.399 I slot print_timing: id  0 | task 3119 | n_decoded =   2948, tg =  26.20 t/s, tg_3s =  26.11 t/s
4.23.615.918 I slot print_timing: id  0 | task 3119 | n_decoded =   3027, tg =  26.20 t/s, tg_3s =  26.07 t/s
4.25.347.098 I slot print_timing: id  0 | task 3119 | prompt eval time =     255.46 ms /    58 tokens (    4.40 ms per token,   227.04 tokens per second)
4.25.347.102 I slot print_timing: id  0 | task 3119 |        eval time =  117271.59 ms /  3072 tokens (   38.17 ms per token,    26.20 tokens per second)
4.25.347.102 I slot print_timing: id  0 | task 3119 |       total time =  117527.05 ms /  3130 tokens
4.25.347.103 I slot print_timing: id  0 | task 3119 |    graphs reused =       6157
4.25.347.289 I slot      release: id  0 | task 3119 | stop processing: n_tokens = 3171, truncated = 0
4.25.367.449 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.464 (> 0.100 thold), f_keep = 0.014
4.25.747.643 I slot launch_slot_: id  0 | task 6193 | processing task, is_child = 0
4.25.755.127 W slot   operator(): id  0 | task 6193 | restored context checkpoint (pos_min = 41, pos_max = 41, n_tokens = 42, n_past = 42, size = 149.626 MiB)
4.25.837.002 W slot   operator(): id  0 | task 6193 | created context checkpoint 4 of 32 (pos_min = 41, pos_max = 41, n_tokens = 42, size = 149.626 MiB)
4.25.968.873 W slot   operator(): id  0 | task 6193 | created context checkpoint 5 of 32 (pos_min = 92, pos_max = 92, n_tokens = 93, size = 149.626 MiB)
4.29.766.305 I slot print_timing: id  0 | task 6193 | n_decoded =    100, tg =  26.68 t/s, tg_3s =  26.68 t/s
4.32.790.848 I slot print_timing: id  0 | task 6193 | n_decoded =    180, tg =  26.58 t/s, tg_3s =  26.45 t/s
4.35.817.499 I slot print_timing: id  0 | task 6193 | n_decoded =    260, tg =  26.53 t/s, tg_3s =  26.43 t/s
4.38.843.979 I slot print_timing: id  0 | task 6193 | n_decoded =    340, tg =  26.51 t/s, tg_3s =  26.43 t/s
4.41.871.945 I slot print_timing: id  0 | task 6193 | n_decoded =    420, tg =  26.49 t/s, tg_3s =  26.42 t/s
4.44.907.587 I slot print_timing: id  0 | task 6193 | n_decoded =    500, tg =  26.47 t/s, tg_3s =  26.35 t/s
4.47.909.777 I slot print_timing: id  0 | task 6193 | n_decoded =    579, tg =  26.45 t/s, tg_3s =  26.31 t/s
4.50.946.184 I slot print_timing: id  0 | task 6193 | n_decoded =    659, tg =  26.44 t/s, tg_3s =  26.35 t/s
4.53.962.912 I slot print_timing: id  0 | task 6193 | n_decoded =    738, tg =  26.41 t/s, tg_3s =  26.19 t/s
4.56.978.573 I slot print_timing: id  0 | task 6193 | n_decoded =    817, tg =  26.39 t/s, tg_3s =  26.20 t/s
4.59.991.690 I slot print_timing: id  0 | task 6193 | n_decoded =    896, tg =  26.37 t/s, tg_3s =  26.22 t/s
5.03.009.686 I slot print_timing: id  0 | task 6193 | n_decoded =    975, tg =  26.36 t/s, tg_3s =  26.18 t/s
5.06.034.505 I slot print_timing: id  0 | task 6193 | n_decoded =   1054, tg =  26.34 t/s, tg_3s =  26.12 t/s
5.09.056.682 I slot print_timing: id  0 | task 6193 | n_decoded =   1133, tg =  26.33 t/s, tg_3s =  26.14 t/s
5.12.072.142 I slot print_timing: id  0 | task 6193 | n_decoded =   1212, tg =  26.32 t/s, tg_3s =  26.20 t/s
5.15.093.730 I slot print_timing: id  0 | task 6193 | n_decoded =   1291, tg =  26.31 t/s, tg_3s =  26.15 t/s
5.18.124.145 I slot print_timing: id  0 | task 6193 | n_decoded =   1370, tg =  26.29 t/s, tg_3s =  26.07 t/s
5.21.147.337 I slot print_timing: id  0 | task 6193 | n_decoded =   1449, tg =  26.28 t/s, tg_3s =  26.13 t/s
5.24.161.744 I slot print_timing: id  0 | task 6193 | n_decoded =   1528, tg =  26.28 t/s, tg_3s =  26.21 t/s
5.27.183.737 I slot print_timing: id  0 | task 6193 | n_decoded =   1607, tg =  26.27 t/s, tg_3s =  26.14 t/s
5.30.203.107 I slot print_timing: id  0 | task 6193 | n_decoded =   1686, tg =  26.27 t/s, tg_3s =  26.16 t/s
5.33.229.051 I slot print_timing: id  0 | task 6193 | n_decoded =   1765, tg =  26.26 t/s, tg_3s =  26.11 t/s
5.36.254.420 I slot print_timing: id  0 | task 6193 | n_decoded =   1844, tg =  26.25 t/s, tg_3s =  26.11 t/s
5.39.277.007 I slot print_timing: id  0 | task 6193 | n_decoded =   1923, tg =  26.25 t/s, tg_3s =  26.14 t/s
5.42.300.848 I slot print_timing: id  0 | task 6193 | n_decoded =   2002, tg =  26.24 t/s, tg_3s =  26.13 t/s
5.45.319.992 I slot print_timing: id  0 | task 6193 | n_decoded =   2081, tg =  26.24 t/s, tg_3s =  26.17 t/s
5.48.344.903 I slot print_timing: id  0 | task 6193 | n_decoded =   2160, tg =  26.24 t/s, tg_3s =  26.12 t/s
5.51.371.525 I slot print_timing: id  0 | task 6193 | n_decoded =   2239, tg =  26.23 t/s, tg_3s =  26.10 t/s
5.54.392.072 I slot print_timing: id  0 | task 6193 | n_decoded =   2318, tg =  26.23 t/s, tg_3s =  26.15 t/s
5.57.420.761 I slot print_timing: id  0 | task 6193 | n_decoded =   2397, tg =  26.22 t/s, tg_3s =  26.08 t/s
6.00.451.782 I slot print_timing: id  0 | task 6193 | n_decoded =   2476, tg =  26.22 t/s, tg_3s =  26.06 t/s
6.03.471.159 I slot print_timing: id  0 | task 6193 | n_decoded =   2555, tg =  26.22 t/s, tg_3s =  26.16 t/s
6.06.503.647 I slot print_timing: id  0 | task 6193 | n_decoded =   2634, tg =  26.21 t/s, tg_3s =  26.05 t/s
6.09.535.690 I slot print_timing: id  0 | task 6193 | n_decoded =   2713, tg =  26.21 t/s, tg_3s =  26.06 t/s
6.12.565.838 I slot print_timing: id  0 | task 6193 | n_decoded =   2792, tg =  26.20 t/s, tg_3s =  26.07 t/s
6.15.596.461 I slot print_timing: id  0 | task 6193 | n_decoded =   2871, tg =  26.20 t/s, tg_3s =  26.07 t/s
6.18.600.743 I slot print_timing: id  0 | task 6193 | n_decoded =   2949, tg =  26.19 t/s, tg_3s =  25.96 t/s
6.21.603.548 I slot print_timing: id  0 | task 6193 | n_decoded =   3027, tg =  26.19 t/s, tg_3s =  25.98 t/s
6.23.327.562 I slot print_timing: id  0 | task 6193 | prompt eval time =     270.42 ms /    55 tokens (    4.92 ms per token,   203.39 tokens per second)
6.23.327.565 I slot print_timing: id  0 | task 6193 |        eval time =  117309.47 ms /  3072 tokens (   38.19 ms per token,    26.19 tokens per second)
6.23.327.583 I slot print_timing: id  0 | task 6193 |       total time =  117579.88 ms /  3127 tokens
6.23.327.585 I slot print_timing: id  0 | task 6193 |    graphs reused =       9215
6.23.327.695 I slot      release: id  0 | task 6193 | stop processing: n_tokens = 3168, truncated = 0
6.23.341.539 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.425 (> 0.100 thold), f_keep = 0.014
6.23.826.778 I slot launch_slot_: id  0 | task 9267 | processing task, is_child = 0
6.23.844.988 W slot   operator(): id  0 | task 9267 | restored context checkpoint (pos_min = 41, pos_max = 41, n_tokens = 42, n_past = 42, size = 149.626 MiB)
6.23.923.201 W slot   operator(): id  0 | task 9267 | created context checkpoint 2 of 32 (pos_min = 41, pos_max = 41, n_tokens = 42, size = 149.626 MiB)
6.24.048.430 W slot   operator(): id  0 | task 9267 | created context checkpoint 3 of 32 (pos_min = 101, pos_max = 101, n_tokens = 102, size = 149.626 MiB)
6.27.862.710 I slot print_timing: id  0 | task 9267 | n_decoded =    100, tg =  26.56 t/s, tg_3s =  26.56 t/s
6.30.863.928 I slot print_timing: id  0 | task 9267 | n_decoded =    179, tg =  26.45 t/s, tg_3s =  26.32 t/s
6.33.889.110 I slot print_timing: id  0 | task 9267 | n_decoded =    259, tg =  26.45 t/s, tg_3s =  26.44 t/s
6.36.920.478 I slot print_timing: id  0 | task 9267 | n_decoded =    339, tg =  26.44 t/s, tg_3s =  26.39 t/s
6.39.956.212 I slot print_timing: id  0 | task 9267 | n_decoded =    419, tg =  26.42 t/s, tg_3s =  26.35 t/s
6.42.987.529 I slot print_timing: id  0 | task 9267 | n_decoded =    499, tg =  26.42 t/s, tg_3s =  26.39 t/s
6.45.991.260 I slot print_timing: id  0 | task 9267 | n_decoded =    578, tg =  26.40 t/s, tg_3s =  26.30 t/s
6.49.002.484 I slot print_timing: id  0 | task 9267 | n_decoded =    657, tg =  26.38 t/s, tg_3s =  26.24 t/s
6.52.028.514 I slot print_timing: id  0 | task 9267 | n_decoded =    736, tg =  26.35 t/s, tg_3s =  26.11 t/s
6.55.040.685 I slot print_timing: id  0 | task 9267 | n_decoded =    815, tg =  26.34 t/s, tg_3s =  26.23 t/s
6.58.059.183 I slot print_timing: id  0 | task 9267 | n_decoded =    894, tg =  26.32 t/s, tg_3s =  26.17 t/s
7.01.082.351 I slot print_timing: id  0 | task 9267 | n_decoded =    973, tg =  26.31 t/s, tg_3s =  26.13 t/s
7.04.097.076 I slot print_timing: id  0 | task 9267 | n_decoded =   1052, tg =  26.30 t/s, tg_3s =  26.20 t/s
7.07.121.945 I slot print_timing: id  0 | task 9267 | n_decoded =   1131, tg =  26.29 t/s, tg_3s =  26.12 t/s
7.10.151.335 I slot print_timing: id  0 | task 9267 | n_decoded =   1210, tg =  26.27 t/s, tg_3s =  26.08 t/s
7.13.163.339 I slot print_timing: id  0 | task 9267 | n_decoded =   1289, tg =  26.27 t/s, tg_3s =  26.23 t/s
7.16.177.372 I slot print_timing: id  0 | task 9267 | n_decoded =   1368, tg =  26.27 t/s, tg_3s =  26.21 t/s
7.19.203.714 I slot print_timing: id  0 | task 9267 | n_decoded =   1447, tg =  26.26 t/s, tg_3s =  26.10 t/s
7.22.215.901 I slot print_timing: id  0 | task 9267 | n_decoded =   1526, tg =  26.26 t/s, tg_3s =  26.23 t/s
7.25.231.021 I slot print_timing: id  0 | task 9267 | n_decoded =   1605, tg =  26.25 t/s, tg_3s =  26.20 t/s
7.28.258.913 I slot print_timing: id  0 | task 9267 | n_decoded =   1684, tg =  26.25 t/s, tg_3s =  26.09 t/s
7.31.292.269 I slot print_timing: id  0 | task 9267 | n_decoded =   1763, tg =  26.24 t/s, tg_3s =  26.04 t/s
7.34.309.003 I slot print_timing: id  0 | task 9267 | n_decoded =   1842, tg =  26.23 t/s, tg_3s =  26.19 t/s
7.37.333.002 I slot print_timing: id  0 | task 9267 | n_decoded =   1921, tg =  26.23 t/s, tg_3s =  26.12 t/s
7.40.363.425 I slot print_timing: id  0 | task 9267 | n_decoded =   2000, tg =  26.22 t/s, tg_3s =  26.07 t/s
7.43.379.574 I slot print_timing: id  0 | task 9267 | n_decoded =   2079, tg =  26.22 t/s, tg_3s =  26.19 t/s
7.46.400.800 I slot print_timing: id  0 | task 9267 | n_decoded =   2158, tg =  26.22 t/s, tg_3s =  26.15 t/s
7.49.409.814 I slot print_timing: id  0 | task 9267 | n_decoded =   2236, tg =  26.21 t/s, tg_3s =  25.92 t/s
7.52.432.994 I slot print_timing: id  0 | task 9267 | n_decoded =   2315, tg =  26.21 t/s, tg_3s =  26.13 t/s
7.55.455.715 I slot print_timing: id  0 | task 9267 | n_decoded =   2394, tg =  26.20 t/s, tg_3s =  26.14 t/s
7.58.468.154 I slot print_timing: id  0 | task 9267 | n_decoded =   2472, tg =  26.19 t/s, tg_3s =  25.89 t/s
8.01.499.040 I slot print_timing: id  0 | task 9267 | n_decoded =   2551, tg =  26.19 t/s, tg_3s =  26.06 t/s
8.04.521.265 I slot print_timing: id  0 | task 9267 | n_decoded =   2630, tg =  26.19 t/s, tg_3s =  26.14 t/s
8.07.549.884 I slot print_timing: id  0 | task 9267 | n_decoded =   2709, tg =  26.19 t/s, tg_3s =  26.08 t/s
8.10.550.508 I slot print_timing: id  0 | task 9267 | n_decoded =   2787, tg =  26.18 t/s, tg_3s =  25.99 t/s
8.13.576.307 I slot print_timing: id  0 | task 9267 | n_decoded =   2866, tg =  26.18 t/s, tg_3s =  26.11 t/s
8.16.607.182 I slot print_timing: id  0 | task 9267 | n_decoded =   2945, tg =  26.18 t/s, tg_3s =  26.07 t/s
8.19.613.838 I slot print_timing: id  0 | task 9267 | n_decoded =   3023, tg =  26.17 t/s, tg_3s =  25.94 t/s
8.21.494.713 I slot print_timing: id  0 | task 9267 | prompt eval time =     270.21 ms /    64 tokens (    4.22 ms per token,   236.85 tokens per second)
8.21.494.716 I slot print_timing: id  0 | task 9267 |        eval time =  117397.70 ms /  3072 tokens (   38.22 ms per token,    26.17 tokens per second)
8.21.494.716 I slot print_timing: id  0 | task 9267 |       total time =  117667.91 ms /  3136 tokens
8.21.494.717 I slot print_timing: id  0 | task 9267 |    graphs reused =      12273
8.21.494.865 I slot      release: id  0 | task 9267 | stop processing: n_tokens = 3177, truncated = 0
