0.00.174.658 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.01.261.061 I srv    load_model: loading model '/home/mark/AI/Models/Nemotron/Puzzle-75B/Puzzle-75B-A9B-UD-IQ4-XL.gguf'
0.16.864.138 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 8192, kv_unified = 'false'
0.16.970.311 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.16.970.806 I srv  llama_server: model loaded
0.16.971.077 I srv  llama_server: listening on http://127.0.0.1:8091
0.17.929.269 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
1.37.002.723 I slot print_timing: id  0 | task 4 | n_decoded =    133, tg =   3.51 t/s, tg_3s =   3.48 t/s
1.37.003.364 I slot print_timing: id  1 | task 3 | n_decoded =    133, tg =   3.51 t/s, tg_3s =   3.48 t/s
1.37.003.985 I slot print_timing: id  2 | task 2 | n_decoded =    133, tg =   3.51 t/s, tg_3s =   3.48 t/s
1.37.004.598 I slot print_timing: id  3 | task 0 | n_decoded =    133, tg =   3.51 t/s, tg_3s =   3.48 t/s
1.40.170.780 I slot print_timing: id  0 | task 4 | n_decoded =    144, tg =   3.51 t/s, tg_3s =   3.47 t/s
1.40.171.423 I slot print_timing: id  1 | task 3 | n_decoded =    144, tg =   3.51 t/s, tg_3s =   3.47 t/s
1.40.172.037 I slot print_timing: id  2 | task 2 | n_decoded =    144, tg =   3.51 t/s, tg_3s =   3.47 t/s
1.40.172.646 I slot print_timing: id  3 | task 0 | n_decoded =    144, tg =   3.51 t/s, tg_3s =   3.47 t/s
1.43.337.968 I slot print_timing: id  0 | task 4 | n_decoded =    155, tg =   3.51 t/s, tg_3s =   3.47 t/s
1.43.338.651 I slot print_timing: id  1 | task 3 | n_decoded =    155, tg =   3.51 t/s, tg_3s =   3.47 t/s
1.43.339.345 I slot print_timing: id  2 | task 2 | n_decoded =    155, tg =   3.51 t/s, tg_3s =   3.47 t/s
1.43.339.995 I slot print_timing: id  3 | task 0 | n_decoded =    155, tg =   3.51 t/s, tg_3s =   3.47 t/s
1.46.516.759 I slot print_timing: id  0 | task 4 | n_decoded =    166, tg =   3.50 t/s, tg_3s =   3.46 t/s
1.46.517.411 I slot print_timing: id  1 | task 3 | n_decoded =    166, tg =   3.50 t/s, tg_3s =   3.46 t/s
1.46.518.020 I slot print_timing: id  2 | task 2 | n_decoded =    166, tg =   3.50 t/s, tg_3s =   3.46 t/s
1.46.518.602 I slot print_timing: id  3 | task 0 | n_decoded =    166, tg =   3.50 t/s, tg_3s =   3.46 t/s
1.49.686.261 I slot print_timing: id  0 | task 4 | n_decoded =    177, tg =   3.50 t/s, tg_3s =   3.47 t/s
1.49.686.864 I slot print_timing: id  1 | task 3 | n_decoded =    177, tg =   3.50 t/s, tg_3s =   3.47 t/s
1.49.687.494 I slot print_timing: id  2 | task 2 | n_decoded =    177, tg =   3.50 t/s, tg_3s =   3.47 t/s
1.49.688.091 I slot print_timing: id  3 | task 0 | n_decoded =    177, tg =   3.50 t/s, tg_3s =   3.47 t/s
1.52.858.380 I slot print_timing: id  0 | task 4 | n_decoded =    188, tg =   3.50 t/s, tg_3s =   3.47 t/s
1.52.859.016 I slot print_timing: id  1 | task 3 | n_decoded =    188, tg =   3.50 t/s, tg_3s =   3.47 t/s
1.52.859.639 I slot print_timing: id  2 | task 2 | n_decoded =    188, tg =   3.50 t/s, tg_3s =   3.47 t/s
1.52.860.282 I slot print_timing: id  3 | task 0 | n_decoded =    188, tg =   3.50 t/s, tg_3s =   3.47 t/s
1.56.035.511 I slot print_timing: id  0 | task 4 | n_decoded =    199, tg =   3.50 t/s, tg_3s =   3.46 t/s
1.56.036.216 I slot print_timing: id  1 | task 3 | n_decoded =    199, tg =   3.50 t/s, tg_3s =   3.46 t/s
1.56.036.878 I slot print_timing: id  2 | task 2 | n_decoded =    199, tg =   3.50 t/s, tg_3s =   3.46 t/s
1.56.037.556 I slot print_timing: id  3 | task 0 | n_decoded =    199, tg =   3.50 t/s, tg_3s =   3.46 t/s
1.59.218.110 I slot print_timing: id  0 | task 4 | n_decoded =    210, tg =   3.50 t/s, tg_3s =   3.46 t/s
1.59.218.756 I slot print_timing: id  1 | task 3 | n_decoded =    210, tg =   3.50 t/s, tg_3s =   3.46 t/s
1.59.219.399 I slot print_timing: id  2 | task 2 | n_decoded =    210, tg =   3.50 t/s, tg_3s =   3.46 t/s
1.59.220.025 I slot print_timing: id  3 | task 0 | n_decoded =    210, tg =   3.50 t/s, tg_3s =   3.46 t/s
2.02.377.603 I slot print_timing: id  0 | task 4 | n_decoded =    221, tg =   3.49 t/s, tg_3s =   3.48 t/s
2.02.378.225 I slot print_timing: id  1 | task 3 | n_decoded =    221, tg =   3.49 t/s, tg_3s =   3.48 t/s
2.02.378.801 I slot print_timing: id  2 | task 2 | n_decoded =    221, tg =   3.49 t/s, tg_3s =   3.48 t/s
2.02.379.395 I slot print_timing: id  3 | task 0 | n_decoded =    221, tg =   3.49 t/s, tg_3s =   3.48 t/s
2.05.532.353 I slot print_timing: id  0 | task 4 | n_decoded =    232, tg =   3.49 t/s, tg_3s =   3.49 t/s
2.05.532.943 I slot print_timing: id  1 | task 3 | n_decoded =    232, tg =   3.49 t/s, tg_3s =   3.49 t/s
2.05.533.543 I slot print_timing: id  2 | task 2 | n_decoded =    232, tg =   3.49 t/s, tg_3s =   3.49 t/s
2.05.534.148 I slot print_timing: id  3 | task 0 | n_decoded =    232, tg =   3.49 t/s, tg_3s =   3.49 t/s
2.08.694.525 I slot print_timing: id  0 | task 4 | n_decoded =    243, tg =   3.49 t/s, tg_3s =   3.48 t/s
2.08.695.151 I slot print_timing: id  1 | task 3 | n_decoded =    243, tg =   3.49 t/s, tg_3s =   3.48 t/s
2.08.695.755 I slot print_timing: id  2 | task 2 | n_decoded =    243, tg =   3.49 t/s, tg_3s =   3.48 t/s
2.08.698.872 I slot print_timing: id  3 | task 0 | n_decoded =    243, tg =   3.49 t/s, tg_3s =   3.48 t/s
2.11.856.377 I slot print_timing: id  0 | task 4 | n_decoded =    254, tg =   3.49 t/s, tg_3s =   3.48 t/s
2.11.857.527 I slot print_timing: id  1 | task 3 | n_decoded =    254, tg =   3.49 t/s, tg_3s =   3.48 t/s
2.11.858.675 I slot print_timing: id  2 | task 2 | n_decoded =    254, tg =   3.49 t/s, tg_3s =   3.48 t/s
2.11.859.820 I slot print_timing: id  3 | task 0 | n_decoded =    254, tg =   3.49 t/s, tg_3s =   3.48 t/s
2.12.432.748 I slot print_timing: id  0 | task 4 | prompt eval time =   32603.90 ms /   813 tokens (   40.10 ms per token,    24.94 tokens per second)
2.12.432.756 I slot print_timing: id  0 | task 4 |        eval time =   73292.90 ms /   256 tokens (  286.30 ms per token,     3.49 tokens per second)
2.12.432.758 I slot print_timing: id  0 | task 4 |       total time =  105896.81 ms /  1069 tokens
2.12.432.770 I slot print_timing: id  0 | task 4 |    graphs reused =        267
2.12.433.512 I slot      release: id  0 | task 4 | stop processing: n_tokens = 1068, truncated = 0
2.12.434.140 I slot print_timing: id  1 | task 3 | prompt eval time =   32605.47 ms /   784 tokens (   41.59 ms per token,    24.05 tokens per second)
2.12.434.146 I slot print_timing: id  1 | task 3 |        eval time =   73292.69 ms /   256 tokens (  286.30 ms per token,     3.49 tokens per second)
2.12.434.147 I slot print_timing: id  1 | task 3 |       total time =  105898.16 ms /  1040 tokens
2.12.434.148 I slot print_timing: id  1 | task 3 |    graphs reused =        267
2.12.434.592 I slot      release: id  1 | task 3 | stop processing: n_tokens = 1039, truncated = 0
2.12.435.213 I slot print_timing: id  2 | task 2 | prompt eval time =   32607.03 ms /   791 tokens (   41.22 ms per token,    24.26 tokens per second)
2.12.435.217 I slot print_timing: id  2 | task 2 |        eval time =   73292.14 ms /   256 tokens (  286.30 ms per token,     3.49 tokens per second)
2.12.435.219 I slot print_timing: id  2 | task 2 |       total time =  105899.17 ms /  1047 tokens
2.12.435.220 I slot print_timing: id  2 | task 2 |    graphs reused =        267
2.12.435.490 I slot      release: id  2 | task 2 | stop processing: n_tokens = 1046, truncated = 0
2.12.436.087 I slot print_timing: id  3 | task 0 | prompt eval time =   41215.32 ms /   869 tokens (   47.43 ms per token,    21.08 tokens per second)
2.12.436.092 I slot print_timing: id  3 | task 0 |        eval time =   73291.42 ms /   256 tokens (  286.29 ms per token,     3.49 tokens per second)
2.12.436.093 I slot print_timing: id  3 | task 0 |       total time =  114506.74 ms /  1125 tokens
2.12.436.094 I slot print_timing: id  3 | task 0 |    graphs reused =        267
2.12.436.321 I slot      release: id  3 | task 0 | stop processing: n_tokens = 1124, truncated = 0
2.12.448.853 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.773
2.12.448.916 I slot launch_slot_: id  3 | task 263 | processing task, is_child = 0
2.13.311.705 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.755
2.13.311.754 I slot launch_slot_: id  1 | task 264 | processing task, is_child = 0
2.13.311.976 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.756
2.13.314.593 I slot launch_slot_: id  2 | task 266 | processing task, is_child = 0
2.13.314.812 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.761
2.13.314.859 I slot launch_slot_: id  0 | task 265 | processing task, is_child = 0
2.20.010.935 I slot print_timing: id  0 | task 265 | prompt processing, n_tokens =    128, progress = 1.00, t =   6.70 s / 19.12 tokens per second
2.20.011.158 I slot print_timing: id  1 | task 264 | prompt processing, n_tokens =    128, progress = 0.99, t =   6.67 s / 19.18 tokens per second
2.20.011.349 I slot print_timing: id  2 | task 266 | prompt processing, n_tokens =    128, progress = 0.99, t =   6.65 s / 19.25 tokens per second
2.20.011.533 I slot print_timing: id  3 | task 263 | prompt processing, n_tokens =    128, progress = 1.00, t =   6.62 s / 19.32 tokens per second
2.48.946.736 I slot print_timing: id  0 | task 265 | n_decoded =    100, tg =   3.52 t/s, tg_3s =   3.52 t/s
2.48.947.345 I slot print_timing: id  1 | task 264 | n_decoded =    100, tg =   3.52 t/s, tg_3s =   3.52 t/s
2.48.947.930 I slot print_timing: id  2 | task 266 | n_decoded =    100, tg =   3.52 t/s, tg_3s =   3.52 t/s
2.48.948.513 I slot print_timing: id  3 | task 263 | n_decoded =    100, tg =   3.52 t/s, tg_3s =   3.52 t/s
2.52.102.595 I slot print_timing: id  0 | task 265 | n_decoded =    111, tg =   3.52 t/s, tg_3s =   3.49 t/s
2.52.103.219 I slot print_timing: id  1 | task 264 | n_decoded =    111, tg =   3.52 t/s, tg_3s =   3.49 t/s
2.52.103.792 I slot print_timing: id  2 | task 266 | n_decoded =    111, tg =   3.52 t/s, tg_3s =   3.49 t/s
2.52.104.400 I slot print_timing: id  3 | task 263 | n_decoded =    111, tg =   3.52 t/s, tg_3s =   3.49 t/s
2.55.280.803 I slot print_timing: id  0 | task 265 | n_decoded =    122, tg =   3.51 t/s, tg_3s =   3.46 t/s
2.55.281.442 I slot print_timing: id  1 | task 264 | n_decoded =    122, tg =   3.51 t/s, tg_3s =   3.46 t/s
2.55.282.051 I slot print_timing: id  2 | task 266 | n_decoded =    122, tg =   3.51 t/s, tg_3s =   3.46 t/s
2.55.282.646 I slot print_timing: id  3 | task 263 | n_decoded =    122, tg =   3.51 t/s, tg_3s =   3.46 t/s
2.58.434.091 I slot print_timing: id  0 | task 265 | n_decoded =    133, tg =   3.51 t/s, tg_3s =   3.49 t/s
2.58.434.696 I slot print_timing: id  1 | task 264 | n_decoded =    133, tg =   3.51 t/s, tg_3s =   3.49 t/s
2.58.435.328 I slot print_timing: id  2 | task 266 | n_decoded =    133, tg =   3.51 t/s, tg_3s =   3.49 t/s
2.58.435.924 I slot print_timing: id  3 | task 263 | n_decoded =    133, tg =   3.51 t/s, tg_3s =   3.49 t/s
3.01.589.493 I slot print_timing: id  0 | task 265 | n_decoded =    144, tg =   3.51 t/s, tg_3s =   3.49 t/s
3.01.590.109 I slot print_timing: id  1 | task 264 | n_decoded =    144, tg =   3.51 t/s, tg_3s =   3.49 t/s
3.01.590.710 I slot print_timing: id  2 | task 266 | n_decoded =    144, tg =   3.51 t/s, tg_3s =   3.49 t/s
3.01.591.332 I slot print_timing: id  3 | task 263 | n_decoded =    144, tg =   3.51 t/s, tg_3s =   3.49 t/s
3.04.737.814 I slot print_timing: id  0 | task 265 | n_decoded =    155, tg =   3.51 t/s, tg_3s =   3.49 t/s
3.04.738.455 I slot print_timing: id  1 | task 264 | n_decoded =    155, tg =   3.51 t/s, tg_3s =   3.49 t/s
3.04.739.061 I slot print_timing: id  2 | task 266 | n_decoded =    155, tg =   3.51 t/s, tg_3s =   3.49 t/s
3.04.739.656 I slot print_timing: id  3 | task 263 | n_decoded =    155, tg =   3.51 t/s, tg_3s =   3.49 t/s
3.07.900.014 I slot print_timing: id  0 | task 265 | n_decoded =    166, tg =   3.50 t/s, tg_3s =   3.48 t/s
3.07.900.604 I slot print_timing: id  1 | task 264 | n_decoded =    166, tg =   3.50 t/s, tg_3s =   3.48 t/s
3.07.901.237 I slot print_timing: id  2 | task 266 | n_decoded =    166, tg =   3.50 t/s, tg_3s =   3.48 t/s
3.07.901.821 I slot print_timing: id  3 | task 263 | n_decoded =    166, tg =   3.50 t/s, tg_3s =   3.48 t/s
3.11.059.330 I slot print_timing: id  0 | task 265 | n_decoded =    177, tg =   3.50 t/s, tg_3s =   3.48 t/s
3.11.059.919 I slot print_timing: id  1 | task 264 | n_decoded =    177, tg =   3.50 t/s, tg_3s =   3.48 t/s
3.11.060.522 I slot print_timing: id  2 | task 266 | n_decoded =    177, tg =   3.50 t/s, tg_3s =   3.48 t/s
3.11.061.131 I slot print_timing: id  3 | task 263 | n_decoded =    177, tg =   3.50 t/s, tg_3s =   3.48 t/s
3.14.215.345 I slot print_timing: id  0 | task 265 | n_decoded =    188, tg =   3.50 t/s, tg_3s =   3.49 t/s
3.14.215.939 I slot print_timing: id  1 | task 264 | n_decoded =    188, tg =   3.50 t/s, tg_3s =   3.49 t/s
3.14.216.539 I slot print_timing: id  2 | task 266 | n_decoded =    188, tg =   3.50 t/s, tg_3s =   3.49 t/s
3.14.217.162 I slot print_timing: id  3 | task 263 | n_decoded =    188, tg =   3.50 t/s, tg_3s =   3.49 t/s
3.17.370.422 I slot print_timing: id  0 | task 265 | n_decoded =    199, tg =   3.50 t/s, tg_3s =   3.49 t/s
3.17.371.034 I slot print_timing: id  1 | task 264 | n_decoded =    199, tg =   3.50 t/s, tg_3s =   3.49 t/s
3.17.374.275 I slot print_timing: id  2 | task 266 | n_decoded =    199, tg =   3.50 t/s, tg_3s =   3.49 t/s
3.17.374.940 I slot print_timing: id  3 | task 263 | n_decoded =    199, tg =   3.50 t/s, tg_3s =   3.48 t/s
3.20.527.303 I slot print_timing: id  0 | task 265 | n_decoded =    210, tg =   3.50 t/s, tg_3s =   3.48 t/s
3.20.527.891 I slot print_timing: id  1 | task 264 | n_decoded =    210, tg =   3.50 t/s, tg_3s =   3.48 t/s
3.20.528.518 I slot print_timing: id  2 | task 266 | n_decoded =    210, tg =   3.50 t/s, tg_3s =   3.48 t/s
3.20.529.141 I slot print_timing: id  3 | task 263 | n_decoded =    210, tg =   3.50 t/s, tg_3s =   3.49 t/s
3.23.682.493 I slot print_timing: id  0 | task 265 | n_decoded =    221, tg =   3.50 t/s, tg_3s =   3.49 t/s
3.23.683.092 I slot print_timing: id  1 | task 264 | n_decoded =    221, tg =   3.50 t/s, tg_3s =   3.49 t/s
3.23.683.688 I slot print_timing: id  2 | task 266 | n_decoded =    221, tg =   3.50 t/s, tg_3s =   3.49 t/s
3.23.684.309 I slot print_timing: id  3 | task 263 | n_decoded =    221, tg =   3.50 t/s, tg_3s =   3.49 t/s
3.26.841.542 I slot print_timing: id  0 | task 265 | n_decoded =    232, tg =   3.50 t/s, tg_3s =   3.48 t/s
3.26.842.170 I slot print_timing: id  1 | task 264 | n_decoded =    232, tg =   3.50 t/s, tg_3s =   3.48 t/s
3.26.842.763 I slot print_timing: id  2 | task 266 | n_decoded =    232, tg =   3.50 t/s, tg_3s =   3.48 t/s
3.26.843.400 I slot print_timing: id  3 | task 263 | n_decoded =    232, tg =   3.50 t/s, tg_3s =   3.48 t/s
3.30.000.316 I slot print_timing: id  0 | task 265 | n_decoded =    243, tg =   3.50 t/s, tg_3s =   3.48 t/s
3.30.000.925 I slot print_timing: id  1 | task 264 | n_decoded =    243, tg =   3.50 t/s, tg_3s =   3.48 t/s
3.30.001.551 I slot print_timing: id  2 | task 266 | n_decoded =    243, tg =   3.50 t/s, tg_3s =   3.48 t/s
3.30.002.171 I slot print_timing: id  3 | task 263 | n_decoded =    243, tg =   3.50 t/s, tg_3s =   3.48 t/s
3.33.157.539 I slot print_timing: id  0 | task 265 | n_decoded =    254, tg =   3.50 t/s, tg_3s =   3.48 t/s
3.33.158.747 I slot print_timing: id  1 | task 264 | n_decoded =    254, tg =   3.50 t/s, tg_3s =   3.48 t/s
3.33.159.978 I slot print_timing: id  2 | task 266 | n_decoded =    254, tg =   3.50 t/s, tg_3s =   3.48 t/s
3.33.161.171 I slot print_timing: id  3 | task 263 | n_decoded =    254, tg =   3.50 t/s, tg_3s =   3.48 t/s
3.33.733.916 I slot print_timing: id  0 | task 265 | prompt eval time =    7213.07 ms /   132 tokens (   54.64 ms per token,    18.30 tokens per second)
3.33.733.925 I slot print_timing: id  0 | task 265 |        eval time =   73205.95 ms /   256 tokens (  285.96 ms per token,     3.50 tokens per second)
3.33.733.927 I slot print_timing: id  0 | task 265 |       total time =   80419.02 ms /   388 tokens
3.33.733.928 I slot print_timing: id  0 | task 265 |    graphs reused =        523
3.33.734.949 I slot      release: id  0 | task 265 | stop processing: n_tokens = 1068, truncated = 0
3.33.735.563 I slot print_timing: id  1 | task 264 | prompt eval time =    7190.06 ms /   132 tokens (   54.47 ms per token,    18.36 tokens per second)
3.33.735.572 I slot print_timing: id  1 | task 264 |        eval time =   73206.39 ms /   256 tokens (  285.96 ms per token,     3.50 tokens per second)
3.33.735.573 I slot print_timing: id  1 | task 264 |       total time =   80396.46 ms /   388 tokens
3.33.735.582 I slot print_timing: id  1 | task 264 |    graphs reused =        523
3.33.736.225 I slot      release: id  1 | task 264 | stop processing: n_tokens = 1039, truncated = 0
3.33.736.839 I slot print_timing: id  2 | task 266 | prompt eval time =    7167.25 ms /   132 tokens (   54.30 ms per token,    18.42 tokens per second)
3.33.736.844 I slot print_timing: id  2 | task 266 |        eval time =   73206.44 ms /   256 tokens (  285.96 ms per token,     3.50 tokens per second)
3.33.736.845 I slot print_timing: id  2 | task 266 |       total time =   80373.69 ms /   388 tokens
3.33.739.399 I slot print_timing: id  2 | task 266 |    graphs reused =        523
3.33.739.723 I slot      release: id  2 | task 266 | stop processing: n_tokens = 1046, truncated = 0
3.33.740.410 I slot print_timing: id  3 | task 263 | prompt eval time =    7145.34 ms /   132 tokens (   54.13 ms per token,    18.47 tokens per second)
3.33.740.416 I slot print_timing: id  3 | task 263 |        eval time =   73208.44 ms /   256 tokens (  285.97 ms per token,     3.50 tokens per second)
3.33.740.417 I slot print_timing: id  3 | task 263 |       total time =   80353.78 ms /   388 tokens
3.33.740.418 I slot print_timing: id  3 | task 263 |    graphs reused =        523
3.33.740.663 I slot      release: id  3 | task 263 | stop processing: n_tokens = 1124, truncated = 0
3.33.747.164 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.773
3.33.747.231 I slot launch_slot_: id  3 | task 524 | processing task, is_child = 0
3.34.645.526 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.756
3.34.645.585 I slot launch_slot_: id  2 | task 525 | processing task, is_child = 0
3.34.645.800 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.755
3.34.645.821 I slot launch_slot_: id  1 | task 526 | processing task, is_child = 0
3.34.645.925 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.761
3.34.645.945 I slot launch_slot_: id  0 | task 527 | processing task, is_child = 0
3.41.567.878 I slot print_timing: id  0 | task 527 | prompt processing, n_tokens =    128, progress = 1.00, t =   6.92 s / 18.49 tokens per second
3.41.568.127 I slot print_timing: id  1 | task 526 | prompt processing, n_tokens =    128, progress = 0.99, t =   6.82 s / 18.77 tokens per second
3.41.568.344 I slot print_timing: id  2 | task 525 | prompt processing, n_tokens =    128, progress = 0.99, t =   6.73 s / 19.02 tokens per second
3.41.568.551 I slot print_timing: id  3 | task 524 | prompt processing, n_tokens =    128, progress = 1.00, t =   6.68 s / 19.17 tokens per second
4.10.530.830 I slot print_timing: id  0 | task 527 | n_decoded =    100, tg =   3.52 t/s, tg_3s =   3.52 t/s
4.10.532.095 I slot print_timing: id  1 | task 526 | n_decoded =    100, tg =   3.52 t/s, tg_3s =   3.52 t/s
4.10.533.345 I slot print_timing: id  2 | task 525 | n_decoded =    100, tg =   3.52 t/s, tg_3s =   3.52 t/s
4.10.534.579 I slot print_timing: id  3 | task 524 | n_decoded =    100, tg =   3.52 t/s, tg_3s =   3.52 t/s
4.13.689.822 I slot print_timing: id  0 | task 527 | n_decoded =    111, tg =   3.51 t/s, tg_3s =   3.48 t/s
4.13.690.476 I slot print_timing: id  1 | task 526 | n_decoded =    111, tg =   3.51 t/s, tg_3s =   3.48 t/s
4.13.693.643 I slot print_timing: id  2 | task 525 | n_decoded =    111, tg =   3.51 t/s, tg_3s =   3.48 t/s
4.13.694.369 I slot print_timing: id  3 | task 524 | n_decoded =    111, tg =   3.51 t/s, tg_3s =   3.48 t/s
4.16.851.135 I slot print_timing: id  0 | task 527 | n_decoded =    122, tg =   3.51 t/s, tg_3s =   3.48 t/s
4.16.851.740 I slot print_timing: id  1 | task 526 | n_decoded =    122, tg =   3.51 t/s, tg_3s =   3.48 t/s
4.16.852.376 I slot print_timing: id  2 | task 525 | n_decoded =    122, tg =   3.51 t/s, tg_3s =   3.48 t/s
4.16.852.982 I slot print_timing: id  3 | task 524 | n_decoded =    122, tg =   3.51 t/s, tg_3s =   3.48 t/s
4.20.007.406 I slot print_timing: id  0 | task 527 | n_decoded =    133, tg =   3.51 t/s, tg_3s =   3.49 t/s
4.20.008.029 I slot print_timing: id  1 | task 526 | n_decoded =    133, tg =   3.51 t/s, tg_3s =   3.49 t/s
4.20.008.638 I slot print_timing: id  2 | task 525 | n_decoded =    133, tg =   3.51 t/s, tg_3s =   3.49 t/s
4.20.009.275 I slot print_timing: id  3 | task 524 | n_decoded =    133, tg =   3.51 t/s, tg_3s =   3.49 t/s
4.23.167.501 I slot print_timing: id  0 | task 527 | n_decoded =    144, tg =   3.51 t/s, tg_3s =   3.48 t/s
4.23.168.695 I slot print_timing: id  1 | task 526 | n_decoded =    144, tg =   3.51 t/s, tg_3s =   3.48 t/s
4.23.169.890 I slot print_timing: id  2 | task 525 | n_decoded =    144, tg =   3.51 t/s, tg_3s =   3.48 t/s
4.23.171.070 I slot print_timing: id  3 | task 524 | n_decoded =    144, tg =   3.51 t/s, tg_3s =   3.48 t/s
4.26.327.549 I slot print_timing: id  0 | task 527 | n_decoded =    155, tg =   3.50 t/s, tg_3s =   3.48 t/s
4.26.328.226 I slot print_timing: id  1 | task 526 | n_decoded =    155, tg =   3.50 t/s, tg_3s =   3.48 t/s
4.26.328.835 I slot print_timing: id  2 | task 525 | n_decoded =    155, tg =   3.50 t/s, tg_3s =   3.48 t/s
