0.00.169.116 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.01.282.965 I srv    load_model: loading model '/home/mark/AI/Models/Qwen 3.6/27B/Qwen3.6-27B-Q8_0.gguf'
1.09.975.727 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 16384, kv_unified = 'false'
1.10.031.847 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
1.10.031.929 I srv  llama_server: model loaded
1.10.031.937 I srv  llama_server: listening on http://0.0.0.0:8091
1.21.062.170 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
5.56.131.449 I slot print_timing: id  0 | task 1381 | n_decoded =    245, tg =   9.56 t/s, tg_3s =   9.52 t/s
5.57.290.500 I slot print_timing: id  0 | task 1381 | prompt eval time =   11004.88 ms /  1288 tokens (    8.54 ms per token,   117.04 tokens per second)
5.57.290.513 I slot print_timing: id  0 | task 1381 |        eval time =   26796.56 ms /   256 tokens (  104.67 ms per token,     9.55 tokens per second)
5.57.290.515 I slot print_timing: id  0 | task 1381 |       total time =   37801.43 ms /  1544 tokens
5.57.290.516 I slot print_timing: id  0 | task 1381 |    graphs reused =       1590
5.57.290.948 I slot      release: id  0 | task 1381 | stop processing: n_tokens = 1543, truncated = 0
5.57.299.314 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 98418892096
5.57.701.172 I slot launch_slot_: id  0 | task 1640 | processing task, is_child = 0
6.01.545.557 I slot print_timing: id  0 | task 1640 | prompt processing, n_tokens =    928, progress = 0.64, t =   3.84 s / 241.39 tokens per second
6.04.047.386 I slot print_timing: id  0 | task 1640 | prompt processing, n_tokens =   1440, progress = 1.00, t =   6.35 s / 226.91 tokens per second
6.19.518.599 I slot print_timing: id  0 | task 1640 | n_decoded =    100, tg =   9.61 t/s, tg_3s =   9.61 t/s
6.22.563.265 I slot print_timing: id  0 | task 1640 | n_decoded =    129, tg =   9.59 t/s, tg_3s =   9.52 t/s
6.22.878.257 I slot print_timing: id  0 | task 1640 | prompt eval time =   11416.00 ms /  1444 tokens (    7.91 ms per token,   126.49 tokens per second)
6.22.878.264 I slot print_timing: id  0 | task 1640 |        eval time =   13761.05 ms /   132 tokens (  104.25 ms per token,     9.59 tokens per second)
6.22.878.266 I slot print_timing: id  0 | task 1640 |       total time =   25177.05 ms /  1576 tokens
6.22.878.267 I slot print_timing: id  0 | task 1640 |    graphs reused =       1719
6.22.878.560 I slot      release: id  0 | task 1640 | stop processing: n_tokens = 1575, truncated = 0
6.22.886.678 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 98444479708
6.23.295.697 I slot launch_slot_: id  0 | task 1775 | processing task, is_child = 0
6.27.103.015 I slot print_timing: id  0 | task 1775 | prompt processing, n_tokens =    962, progress = 0.65, t =   3.81 s / 252.67 tokens per second
6.29.637.014 I slot print_timing: id  0 | task 1775 | prompt processing, n_tokens =   1474, progress = 1.00, t =   6.34 s / 232.45 tokens per second
6.45.096.379 I slot print_timing: id  0 | task 1775 | n_decoded =    100, tg =   9.61 t/s, tg_3s =   9.61 t/s
6.48.141.375 I slot print_timing: id  0 | task 1775 | n_decoded =    129, tg =   9.59 t/s, tg_3s =   9.52 t/s
6.51.186.211 I slot print_timing: id  0 | task 1775 | n_decoded =    158, tg =   9.58 t/s, tg_3s =   9.52 t/s
6.54.231.262 I slot print_timing: id  0 | task 1775 | n_decoded =    187, tg =   9.57 t/s, tg_3s =   9.52 t/s
6.57.276.133 I slot print_timing: id  0 | task 1775 | n_decoded =    216, tg =   9.56 t/s, tg_3s =   9.52 t/s
7.00.321.000 I slot print_timing: id  0 | task 1775 | n_decoded =    245, tg =   9.56 t/s, tg_3s =   9.52 t/s
7.01.476.110 I slot print_timing: id  0 | task 1775 | prompt eval time =   11396.57 ms /  1478 tokens (    7.71 ms per token,   129.69 tokens per second)
7.01.476.118 I slot print_timing: id  0 | task 1775 |        eval time =   26783.81 ms /   256 tokens (  104.62 ms per token,     9.56 tokens per second)
7.01.476.119 I slot print_timing: id  0 | task 1775 |       total time =   38180.38 ms /  1734 tokens
7.01.476.121 I slot print_timing: id  0 | task 1775 |    graphs reused =       1972
7.01.476.424 I slot      release: id  0 | task 1775 | stop processing: n_tokens = 1733, truncated = 0
7.01.484.250 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 98483077573
7.01.902.072 I slot launch_slot_: id  0 | task 2034 | processing task, is_child = 0
7.05.712.038 I slot print_timing: id  0 | task 2034 | prompt processing, n_tokens =    907, progress = 0.64, t =   3.81 s / 238.06 tokens per second
7.08.196.363 I slot print_timing: id  0 | task 2034 | prompt processing, n_tokens =   1419, progress = 1.00, t =   6.29 s / 225.44 tokens per second
7.13.274.117 I slot print_timing: id  0 | task 2034 | prompt eval time =   11372.01 ms /  1423 tokens (    7.99 ms per token,   125.13 tokens per second)
7.13.274.126 I slot print_timing: id  0 | task 2034 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token, 1000000.00 tokens per second)
7.13.274.128 I slot print_timing: id  0 | task 2034 |       total time =   11372.01 ms /  1424 tokens
7.13.274.129 I slot print_timing: id  0 | task 2034 |    graphs reused =       1972
7.13.274.446 I slot      release: id  0 | task 2034 | stop processing: n_tokens = 1423, truncated = 0
7.13.281.543 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 98494875594
7.13.676.921 I slot launch_slot_: id  0 | task 2038 | processing task, is_child = 0
7.17.578.586 I slot print_timing: id  0 | task 2038 | prompt processing, n_tokens =    610, progress = 0.54, t =   3.90 s / 156.34 tokens per second
7.19.190.801 I slot print_timing: id  0 | task 2038 | prompt processing, n_tokens =   1122, progress = 1.00, t =   5.51 s / 203.49 tokens per second
7.34.641.950 I slot print_timing: id  0 | task 2038 | n_decoded =    100, tg =   9.61 t/s, tg_3s =   9.61 t/s
7.37.688.102 I slot print_timing: id  0 | task 2038 | n_decoded =    129, tg =   9.59 t/s, tg_3s =   9.52 t/s
7.40.736.906 I slot print_timing: id  0 | task 2038 | n_decoded =    158, tg =   9.57 t/s, tg_3s =   9.51 t/s
7.41.261.738 I slot print_timing: id  0 | task 2038 | prompt eval time =   10558.23 ms /  1126 tokens (    9.38 ms per token,   106.65 tokens per second)
7.41.261.745 I slot print_timing: id  0 | task 2038 |        eval time =   17026.56 ms /   163 tokens (  104.46 ms per token,     9.57 tokens per second)
7.41.261.747 I slot print_timing: id  0 | task 2038 |       total time =   27584.79 ms /  1289 tokens
7.41.261.749 I slot print_timing: id  0 | task 2038 |    graphs reused =       2132
7.41.262.002 I slot      release: id  0 | task 2038 | stop processing: n_tokens = 1288, truncated = 0
7.41.270.301 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 98522863150
7.41.648.028 I slot launch_slot_: id  0 | task 2204 | processing task, is_child = 0
7.45.466.339 I slot print_timing: id  0 | task 2204 | prompt processing, n_tokens =    784, progress = 0.60, t =   3.82 s / 205.33 tokens per second
7.47.569.766 I slot print_timing: id  0 | task 2204 | prompt processing, n_tokens =   1296, progress = 1.00, t =   5.92 s / 218.86 tokens per second
8.03.038.985 I slot print_timing: id  0 | task 2204 | n_decoded =    100, tg =   9.61 t/s, tg_3s =   9.61 t/s
8.06.085.549 I slot print_timing: id  0 | task 2204 | n_decoded =    129, tg =   9.59 t/s, tg_3s =   9.52 t/s
8.09.131.725 I slot print_timing: id  0 | task 2204 | n_decoded =    158, tg =   9.58 t/s, tg_3s =   9.52 t/s
8.12.178.190 I slot print_timing: id  0 | task 2204 | n_decoded =    187, tg =   9.57 t/s, tg_3s =   9.52 t/s
8.15.224.573 I slot print_timing: id  0 | task 2204 | n_decoded =    216, tg =   9.56 t/s, tg_3s =   9.52 t/s
8.18.274.953 I slot print_timing: id  0 | task 2204 | n_decoded =    245, tg =   9.56 t/s, tg_3s =   9.51 t/s
8.19.430.771 I slot print_timing: id  0 | task 2204 | prompt eval time =   10986.27 ms /  1300 tokens (    8.45 ms per token,   118.33 tokens per second)
8.19.430.778 I slot print_timing: id  0 | task 2204 |        eval time =   26796.44 ms /   256 tokens (  104.67 ms per token,     9.55 tokens per second)
8.19.430.780 I slot print_timing: id  0 | task 2204 |       total time =   37782.71 ms /  1556 tokens
8.19.430.782 I slot print_timing: id  0 | task 2204 |    graphs reused =       2385
8.19.431.030 I slot      release: id  0 | task 2204 | stop processing: n_tokens = 1555, truncated = 0
8.19.438.063 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 98561032178
8.19.841.340 I slot launch_slot_: id  0 | task 2463 | processing task, is_child = 0
8.23.757.317 I slot print_timing: id  0 | task 2463 | prompt processing, n_tokens =    720, progress = 0.58, t =   3.92 s / 183.86 tokens per second
8.25.553.674 I slot print_timing: id  0 | task 2463 | prompt processing, n_tokens =   1232, progress = 1.00, t =   5.71 s / 215.67 tokens per second
8.41.000.701 I slot print_timing: id  0 | task 2463 | n_decoded =    100, tg =   9.61 t/s, tg_3s =   9.61 t/s
8.44.045.151 I slot print_timing: id  0 | task 2463 | n_decoded =    129, tg =   9.59 t/s, tg_3s =   9.53 t/s
8.47.089.502 I slot print_timing: id  0 | task 2463 | n_decoded =    158, tg =   9.58 t/s, tg_3s =   9.53 t/s
8.50.133.940 I slot print_timing: id  0 | task 2463 | n_decoded =    187, tg =   9.57 t/s, tg_3s =   9.53 t/s
8.52.653.274 I slot print_timing: id  0 | task 2463 | prompt eval time =   10754.29 ms /  1236 tokens (    8.70 ms per token,   114.93 tokens per second)
8.52.653.289 I slot print_timing: id  0 | task 2463 |        eval time =   22057.62 ms /   211 tokens (  104.54 ms per token,     9.57 tokens per second)
8.52.653.290 I slot print_timing: id  0 | task 2463 |       total time =   32811.90 ms /  1447 tokens
8.52.653.292 I slot print_timing: id  0 | task 2463 |    graphs reused =       2593
8.52.653.519 I slot      release: id  0 | task 2463 | stop processing: n_tokens = 1446, truncated = 0
8.52.660.526 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 98594254667
8.53.057.348 I slot launch_slot_: id  0 | task 2677 | processing task, is_child = 0
8.56.961.995 I slot print_timing: id  0 | task 2677 | prompt processing, n_tokens =    757, progress = 0.59, t =   3.90 s / 193.87 tokens per second
8.58.765.313 I slot print_timing: id  0 | task 2677 | prompt processing, n_tokens =   1269, progress = 1.00, t =   5.71 s / 222.32 tokens per second
9.14.224.450 I slot print_timing: id  0 | task 2677 | n_decoded =    100, tg =   9.61 t/s, tg_3s =   9.61 t/s
9.17.271.014 I slot print_timing: id  0 | task 2677 | n_decoded =    129, tg =   9.59 t/s, tg_3s =   9.52 t/s
9.20.316.784 I slot print_timing: id  0 | task 2677 | n_decoded =    158, tg =   9.57 t/s, tg_3s =   9.52 t/s
9.23.361.385 I slot print_timing: id  0 | task 2677 | n_decoded =    187, tg =   9.57 t/s, tg_3s =   9.53 t/s
9.26.405.931 I slot print_timing: id  0 | task 2677 | n_decoded =    216, tg =   9.56 t/s, tg_3s =   9.53 t/s
9.29.450.475 I slot print_timing: id  0 | task 2677 | n_decoded =    245, tg =   9.56 t/s, tg_3s =   9.53 t/s
9.30.605.300 I slot print_timing: id  0 | task 2677 | prompt eval time =   10757.42 ms /  1273 tokens (    8.45 ms per token,   118.34 tokens per second)
9.30.605.313 I slot print_timing: id  0 | task 2677 |        eval time =   26790.51 ms /   256 tokens (  104.65 ms per token,     9.56 tokens per second)
9.30.605.315 I slot print_timing: id  0 | task 2677 |       total time =   37547.92 ms /  1529 tokens
9.30.605.317 I slot print_timing: id  0 | task 2677 |    graphs reused =       2846
9.30.605.493 I slot      release: id  0 | task 2677 | stop processing: n_tokens = 1528, truncated = 0
9.30.611.992 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 98632206642
9.31.009.547 I slot launch_slot_: id  0 | task 2936 | processing task, is_child = 0
9.36.935.349 I slot print_timing: id  0 | task 2936 | prompt processing, n_tokens =   1301, progress = 1.00, t =   5.93 s / 219.55 tokens per second
9.52.409.649 I slot print_timing: id  0 | task 2936 | n_decoded =    100, tg =   9.60 t/s, tg_3s =   9.60 t/s
9.55.456.626 I slot print_timing: id  0 | task 2936 | n_decoded =    129, tg =   9.58 t/s, tg_3s =   9.52 t/s
9.58.503.649 I slot print_timing: id  0 | task 2936 | n_decoded =    158, tg =   9.57 t/s, tg_3s =   9.52 t/s
10.01.549.808 I slot print_timing: id  0 | task 2936 | n_decoded =    187, tg =   9.56 t/s, tg_3s =   9.52 t/s
10.04.595.891 I slot print_timing: id  0 | task 2936 | n_decoded =    216, tg =   9.56 t/s, tg_3s =   9.52 t/s
10.07.648.488 I slot print_timing: id  0 | task 2936 | n_decoded =    245, tg =   9.55 t/s, tg_3s =   9.50 t/s
10.08.803.918 I slot print_timing: id  0 | task 2936 | prompt eval time =   10987.70 ms /  1305 tokens (    8.42 ms per token,   118.77 tokens per second)
10.08.803.925 I slot print_timing: id  0 | task 2936 |        eval time =   26806.64 ms /   256 tokens (  104.71 ms per token,     9.55 tokens per second)
10.08.803.951 I slot print_timing: id  0 | task 2936 |       total time =   37794.34 ms /  1561 tokens
10.08.803.952 I slot print_timing: id  0 | task 2936 |    graphs reused =       3099
10.08.804.399 I slot      release: id  0 | task 2936 | stop processing: n_tokens = 1560, truncated = 0
10.08.815.242 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 98670405548
10.09.280.969 I slot launch_slot_: id  0 | task 3195 | processing task, is_child = 0
10.15.191.305 I slot print_timing: id  0 | task 3195 | prompt processing, n_tokens =   1310, progress = 1.00, t =   5.91 s / 221.65 tokens per second
10.20.246.592 I slot print_timing: id  0 | task 3195 | prompt eval time =   10965.58 ms /  1314 tokens (    8.35 ms per token,   119.83 tokens per second)
10.20.246.600 I slot print_timing: id  0 | task 3195 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token, 1000000.00 tokens per second)
10.20.246.602 I slot print_timing: id  0 | task 3195 |       total time =   10965.58 ms /  1315 tokens
10.20.246.603 I slot print_timing: id  0 | task 3195 |    graphs reused =       3099
10.20.247.060 I slot      release: id  0 | task 3195 | stop processing: n_tokens = 1314, truncated = 0
10.20.254.782 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 98681848209
10.20.638.703 I slot launch_slot_: id  0 | task 3199 | processing task, is_child = 0
10.24.531.503 I slot print_timing: id  0 | task 3199 | prompt processing, n_tokens =    749, progress = 0.59, t =   3.89 s / 192.41 tokens per second
10.26.333.770 I slot print_timing: id  0 | task 3199 | prompt processing, n_tokens =   1261, progress = 1.00, t =   5.70 s / 221.42 tokens per second
10.41.806.507 I slot print_timing: id  0 | task 3199 | n_decoded =    100, tg =   9.61 t/s, tg_3s =   9.61 t/s
10.44.851.744 I slot print_timing: id  0 | task 3199 | n_decoded =    129, tg =   9.59 t/s, tg_3s =   9.52 t/s
10.47.895.978 I slot print_timing: id  0 | task 3199 | n_decoded =    158, tg =   9.58 t/s, tg_3s =   9.53 t/s
10.50.520.321 I slot print_timing: id  0 | task 3199 | prompt eval time =   10759.38 ms /  1265 tokens (    8.51 ms per token,   117.57 tokens per second)
10.50.520.327 I slot print_timing: id  0 | task 3199 |        eval time =   19122.19 ms /   183 tokens (  104.49 ms per token,     9.57 tokens per second)
10.50.520.329 I slot print_timing: id  0 | task 3199 |       total time =   29881.57 ms /  1448 tokens
10.50.520.331 I slot print_timing: id  0 | task 3199 |    graphs reused =       3279
10.50.520.835 I slot      release: id  0 | task 3199 | stop processing: n_tokens = 1447, truncated = 0
10.50.531.224 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 98712121983
10.50.982.712 I slot launch_slot_: id  0 | task 3385 | processing task, is_child = 0
10.54.892.679 I slot print_timing: id  0 | task 3385 | prompt processing, n_tokens =    744, progress = 0.59, t =   3.91 s / 190.28 tokens per second
10.56.694.270 I slot print_timing: id  0 | task 3385 | prompt processing, n_tokens =   1256, progress = 1.00, t =   5.71 s / 219.91 tokens per second
