0.00.057.543 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.058.208 W srv  llama_server: -----------------
0.00.058.211 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.058.212 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.058.212 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.058.213 W srv  llama_server: -----------------
0.00.059.690 I srv    load_model: loading model '~/AI/Models/ladder/Ternary-Bonsai-2-27B-PQ2_0.gguf'
0.04.131.978 I cmn          init: llama threadpool init, n_threads = 20
0.04.428.025 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 16384, kv_unified = 'true'
0.04.446.129 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.04.446.226 I srv  llama_server: model loaded
0.04.446.248 I srv  llama_server: listening on http://0.0.0.0:8097
0.05.193.911 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
2.35.321.577 I slot print_timing: id  0 | task 1844 | prompt eval time =     312.43 ms /     4 tokens (   78.11 ms per token,    12.80 tokens per second)
2.35.321.585 I slot print_timing: id  0 | task 1844 |        eval time =    9087.20 ms /   135 tokens (   67.81 ms per token,    14.75 tokens per second)
2.35.321.587 I slot print_timing: id  0 | task 1844 |       total time =    9399.63 ms /   139 tokens
2.35.321.588 I slot print_timing: id  0 | task 1844 |    graphs reused =       1932
2.35.321.626 I slot      release: id  0 | task 1844 | stop processing: n_tokens = 259, truncated = 0
2.35.549.041 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.331 (> 0.100 thold), f_keep = 0.174
2.35.681.471 I slot launch_slot_: id  0 | task 1980 | processing task, is_child = 0
2.44.459.787 I slot print_timing: id  0 | task 1980 | n_gen =    100, tg =  14.77 t/s, tg_3s =  14.91 t/s
2.47.514.185 I slot print_timing: id  0 | task 1980 | n_gen =    145, tg =  14.76 t/s, tg_3s =  14.73 t/s
2.50.560.075 I slot print_timing: id  0 | task 1980 | n_gen =    190, tg =  14.76 t/s, tg_3s =  14.77 t/s
2.53.605.887 I slot print_timing: id  0 | task 1980 | n_gen =    235, tg =  14.76 t/s, tg_3s =  14.77 t/s
2.56.654.860 I slot print_timing: id  0 | task 1980 | n_gen =    280, tg =  14.76 t/s, tg_3s =  14.76 t/s
2.59.701.326 I slot print_timing: id  0 | task 1980 | n_gen =    325, tg =  14.76 t/s, tg_3s =  14.77 t/s
3.02.748.813 I slot print_timing: id  0 | task 1980 | n_gen =    370, tg =  14.76 t/s, tg_3s =  14.77 t/s
3.05.801.429 I slot print_timing: id  0 | task 1980 | n_gen =    415, tg =  14.76 t/s, tg_3s =  14.74 t/s
3.08.851.940 I slot print_timing: id  0 | task 1980 | n_gen =    460, tg =  14.76 t/s, tg_3s =  14.75 t/s
3.11.899.499 I slot print_timing: id  0 | task 1980 | n_gen =    505, tg =  14.76 t/s, tg_3s =  14.77 t/s
3.14.946.214 I slot print_timing: id  0 | task 1980 | n_gen =    550, tg =  14.76 t/s, tg_3s =  14.77 t/s
3.17.993.539 I slot print_timing: id  0 | task 1980 | n_gen =    595, tg =  14.76 t/s, tg_3s =  14.77 t/s
3.21.045.723 I slot print_timing: id  0 | task 1980 | n_gen =    640, tg =  14.76 t/s, tg_3s =  14.74 t/s
3.24.093.859 I slot print_timing: id  0 | task 1980 | n_gen =    685, tg =  14.76 t/s, tg_3s =  14.76 t/s
3.27.148.399 I slot print_timing: id  0 | task 1980 | n_gen =    730, tg =  14.76 t/s, tg_3s =  14.73 t/s
3.30.198.466 I slot print_timing: id  0 | task 1980 | n_gen =    775, tg =  14.76 t/s, tg_3s =  14.75 t/s
3.33.248.840 I slot print_timing: id  0 | task 1980 | n_gen =    820, tg =  14.76 t/s, tg_3s =  14.75 t/s
3.36.298.818 I slot print_timing: id  0 | task 1980 | n_gen =    865, tg =  14.76 t/s, tg_3s =  14.75 t/s
3.39.361.938 I slot print_timing: id  0 | task 1980 | n_gen =    910, tg =  14.75 t/s, tg_3s =  14.69 t/s
3.42.422.330 I slot print_timing: id  0 | task 1980 | n_gen =    955, tg =  14.75 t/s, tg_3s =  14.70 t/s
3.45.482.914 I slot print_timing: id  0 | task 1980 | n_gen =   1000, tg =  14.75 t/s, tg_3s =  14.70 t/s
3.48.546.508 I slot print_timing: id  0 | task 1980 | n_gen =   1045, tg =  14.75 t/s, tg_3s =  14.69 t/s
3.51.606.725 I slot print_timing: id  0 | task 1980 | n_gen =   1090, tg =  14.75 t/s, tg_3s =  14.70 t/s
3.54.667.283 I slot print_timing: id  0 | task 1980 | n_gen =   1135, tg =  14.74 t/s, tg_3s =  14.70 t/s
3.57.732.415 I slot print_timing: id  0 | task 1980 | n_gen =   1180, tg =  14.74 t/s, tg_3s =  14.68 t/s
4.00.792.331 I slot print_timing: id  0 | task 1980 | n_gen =   1225, tg =  14.74 t/s, tg_3s =  14.71 t/s
4.03.852.729 I slot print_timing: id  0 | task 1980 | n_gen =   1270, tg =  14.74 t/s, tg_3s =  14.70 t/s
4.06.914.874 I slot print_timing: id  0 | task 1980 | n_gen =   1315, tg =  14.74 t/s, tg_3s =  14.70 t/s
4.09.975.409 I slot print_timing: id  0 | task 1980 | n_gen =   1360, tg =  14.74 t/s, tg_3s =  14.70 t/s
4.13.041.914 I slot print_timing: id  0 | task 1980 | n_gen =   1405, tg =  14.73 t/s, tg_3s =  14.67 t/s
4.16.103.951 I slot print_timing: id  0 | task 1980 | n_gen =   1450, tg =  14.73 t/s, tg_3s =  14.70 t/s
4.19.165.021 I slot print_timing: id  0 | task 1980 | n_gen =   1495, tg =  14.73 t/s, tg_3s =  14.70 t/s
4.22.227.573 I slot print_timing: id  0 | task 1980 | n_gen =   1540, tg =  14.73 t/s, tg_3s =  14.69 t/s
4.25.290.078 I slot print_timing: id  0 | task 1980 | n_gen =   1585, tg =  14.73 t/s, tg_3s =  14.69 t/s
4.28.353.030 I slot print_timing: id  0 | task 1980 | n_gen =   1630, tg =  14.73 t/s, tg_3s =  14.69 t/s
4.31.420.235 I slot print_timing: id  0 | task 1980 | n_gen =   1675, tg =  14.73 t/s, tg_3s =  14.67 t/s
4.34.482.715 I slot print_timing: id  0 | task 1980 | n_gen =   1720, tg =  14.73 t/s, tg_3s =  14.69 t/s
4.37.543.547 I slot print_timing: id  0 | task 1980 | n_gen =   1765, tg =  14.73 t/s, tg_3s =  14.70 t/s
4.40.605.061 I slot print_timing: id  0 | task 1980 | n_gen =   1810, tg =  14.73 t/s, tg_3s =  14.70 t/s
4.43.670.064 I slot print_timing: id  0 | task 1980 | n_gen =   1855, tg =  14.72 t/s, tg_3s =  14.68 t/s
4.46.731.494 I slot print_timing: id  0 | task 1980 | n_gen =   1900, tg =  14.72 t/s, tg_3s =  14.70 t/s
4.49.735.610 I slot print_timing: id  0 | task 1980 | n_gen =   1944, tg =  14.72 t/s, tg_3s =  14.65 t/s
4.52.796.889 I slot print_timing: id  0 | task 1980 | n_gen =   1989, tg =  14.72 t/s, tg_3s =  14.70 t/s
4.55.861.081 I slot print_timing: id  0 | task 1980 | n_gen =   2034, tg =  14.72 t/s, tg_3s =  14.69 t/s
4.58.922.964 I slot print_timing: id  0 | task 1980 | n_gen =   2079, tg =  14.72 t/s, tg_3s =  14.70 t/s
5.01.985.947 I slot print_timing: id  0 | task 1980 | n_gen =   2124, tg =  14.72 t/s, tg_3s =  14.69 t/s
5.05.049.382 I slot print_timing: id  0 | task 1980 | n_gen =   2169, tg =  14.72 t/s, tg_3s =  14.69 t/s
5.08.057.590 I slot print_timing: id  0 | task 1980 | n_gen =   2213, tg =  14.72 t/s, tg_3s =  14.63 t/s
5.09.149.488 I slot print_timing: id  0 | task 1980 | prompt eval time =    2073.30 ms /    94 tokens (   22.06 ms per token,    45.34 tokens per second)
5.09.149.496 I slot print_timing: id  0 | task 1980 |        eval time =  151394.68 ms /  2229 tokens (   67.95 ms per token,    14.72 tokens per second)
5.09.149.519 I slot print_timing: id  0 | task 1980 |       total time =  153467.98 ms /  2323 tokens
5.09.149.521 I slot print_timing: id  0 | task 1980 |    graphs reused =       4150
5.09.149.615 I slot      release: id  0 | task 1980 | stop processing: n_tokens = 2364, truncated = 0
5.09.373.977 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.058
5.10.238.995 I slot launch_slot_: id  0 | task 4211 | processing task, is_child = 0
5.17.269.662 I slot print_timing: id  0 | task 4211 | n_gen =    100, tg =  14.75 t/s, tg_3s =  14.90 t/s
5.20.322.120 I slot print_timing: id  0 | task 4211 | n_gen =    145, tg =  14.75 t/s, tg_3s =  14.74 t/s
5.23.369.747 I slot print_timing: id  0 | task 4211 | n_gen =    190, tg =  14.75 t/s, tg_3s =  14.77 t/s
5.26.416.997 I slot print_timing: id  0 | task 4211 | n_gen =    235, tg =  14.76 t/s, tg_3s =  14.77 t/s
5.29.465.002 I slot print_timing: id  0 | task 4211 | n_gen =    280, tg =  14.76 t/s, tg_3s =  14.76 t/s
5.32.512.733 I slot print_timing: id  0 | task 4211 | n_gen =    325, tg =  14.76 t/s, tg_3s =  14.77 t/s
5.35.559.982 I slot print_timing: id  0 | task 4211 | n_gen =    370, tg =  14.76 t/s, tg_3s =  14.77 t/s
5.38.614.250 I slot print_timing: id  0 | task 4211 | n_gen =    415, tg =  14.76 t/s, tg_3s =  14.73 t/s
5.41.663.881 I slot print_timing: id  0 | task 4211 | n_gen =    460, tg =  14.76 t/s, tg_3s =  14.76 t/s
5.44.577.081 I slot print_timing: id  0 | task 4211 | prompt eval time =     320.12 ms /     4 tokens (   80.03 ms per token,    12.50 tokens per second)
5.44.577.089 I slot print_timing: id  0 | task 4211 |        eval time =   34017.93 ms /   503 tokens (   67.76 ms per token,    14.76 tokens per second)
5.44.577.091 I slot print_timing: id  0 | task 4211 |       total time =   34338.05 ms /   507 tokens
5.44.577.092 I slot print_timing: id  0 | task 4211 |    graphs reused =       4649
5.44.577.132 I slot      release: id  0 | task 4211 | stop processing: n_tokens = 638, truncated = 0
5.44.804.161 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.213
5.45.256.872 I slot launch_slot_: id  0 | task 4715 | processing task, is_child = 0
5.52.283.086 I slot print_timing: id  0 | task 4715 | n_gen =    100, tg =  14.75 t/s, tg_3s =  14.89 t/s
5.55.335.834 I slot print_timing: id  0 | task 4715 | n_gen =    145, tg =  14.74 t/s, tg_3s =  14.74 t/s
5.58.383.741 I slot print_timing: id  0 | task 4715 | n_gen =    190, tg =  14.75 t/s, tg_3s =  14.76 t/s
6.01.431.133 I slot print_timing: id  0 | task 4715 | n_gen =    235, tg =  14.75 t/s, tg_3s =  14.77 t/s
6.04.208.645 I slot print_timing: id  0 | task 4715 | prompt eval time =     312.20 ms /     4 tokens (   78.05 ms per token,    12.81 tokens per second)
6.04.208.653 I slot print_timing: id  0 | task 4715 |        eval time =   18639.52 ms /   276 tokens (   67.78 ms per token,    14.75 tokens per second)
6.04.208.654 I slot print_timing: id  0 | task 4715 |       total time =   18951.72 ms /   280 tokens
6.04.208.656 I slot print_timing: id  0 | task 4715 |    graphs reused =       4922
6.04.208.695 I slot      release: id  0 | task 4715 | stop processing: n_tokens = 411, truncated = 0
6.04.429.223 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.356 (> 0.100 thold), f_keep = 0.117
6.04.875.439 I slot launch_slot_: id  0 | task 4992 | processing task, is_child = 0
6.13.601.024 I slot print_timing: id  0 | task 4992 | n_gen =    100, tg =  14.75 t/s, tg_3s =  14.90 t/s
6.16.655.264 I slot print_timing: id  0 | task 4992 | n_gen =    145, tg =  14.75 t/s, tg_3s =  14.73 t/s
6.19.704.149 I slot print_timing: id  0 | task 4992 | n_gen =    190, tg =  14.75 t/s, tg_3s =  14.76 t/s
6.22.751.656 I slot print_timing: id  0 | task 4992 | n_gen =    235, tg =  14.75 t/s, tg_3s =  14.77 t/s
6.25.801.059 I slot print_timing: id  0 | task 4992 | n_gen =    280, tg =  14.75 t/s, tg_3s =  14.76 t/s
6.28.852.947 I slot print_timing: id  0 | task 4992 | n_gen =    325, tg =  14.75 t/s, tg_3s =  14.74 t/s
6.31.901.041 I slot print_timing: id  0 | task 4992 | n_gen =    370, tg =  14.75 t/s, tg_3s =  14.76 t/s
6.34.957.596 I slot print_timing: id  0 | task 4992 | n_gen =    415, tg =  14.75 t/s, tg_3s =  14.72 t/s
6.38.005.851 I slot print_timing: id  0 | task 4992 | n_gen =    460, tg =  14.75 t/s, tg_3s =  14.76 t/s
6.41.054.541 I slot print_timing: id  0 | task 4992 | n_gen =    505, tg =  14.75 t/s, tg_3s =  14.76 t/s
6.44.104.344 I slot print_timing: id  0 | task 4992 | n_gen =    550, tg =  14.75 t/s, tg_3s =  14.76 t/s
6.47.156.331 I slot print_timing: id  0 | task 4992 | n_gen =    595, tg =  14.75 t/s, tg_3s =  14.74 t/s
6.50.212.885 I slot print_timing: id  0 | task 4992 | n_gen =    640, tg =  14.75 t/s, tg_3s =  14.72 t/s
6.53.266.408 I slot print_timing: id  0 | task 4992 | n_gen =    685, tg =  14.75 t/s, tg_3s =  14.74 t/s
6.56.316.448 I slot print_timing: id  0 | task 4992 | n_gen =    730, tg =  14.75 t/s, tg_3s =  14.75 t/s
6.59.365.516 I slot print_timing: id  0 | task 4992 | n_gen =    775, tg =  14.75 t/s, tg_3s =  14.76 t/s
7.02.414.599 I slot print_timing: id  0 | task 4992 | n_gen =    820, tg =  14.75 t/s, tg_3s =  14.76 t/s
7.05.463.513 I slot print_timing: id  0 | task 4992 | n_gen =    865, tg =  14.75 t/s, tg_3s =  14.76 t/s
7.08.523.159 I slot print_timing: id  0 | task 4992 | n_gen =    910, tg =  14.75 t/s, tg_3s =  14.71 t/s
7.11.581.986 I slot print_timing: id  0 | task 4992 | n_gen =    955, tg =  14.75 t/s, tg_3s =  14.71 t/s
7.14.645.410 I slot print_timing: id  0 | task 4992 | n_gen =   1000, tg =  14.74 t/s, tg_3s =  14.69 t/s
7.17.704.835 I slot print_timing: id  0 | task 4992 | n_gen =   1045, tg =  14.74 t/s, tg_3s =  14.71 t/s
7.20.560.565 I slot print_timing: id  0 | task 4992 | prompt eval time =    2015.90 ms /    93 tokens (   21.68 ms per token,    46.13 tokens per second)
7.20.560.597 I slot print_timing: id  0 | task 4992 |        eval time =   73669.19 ms /  1087 tokens (   67.84 ms per token,    14.74 tokens per second)
7.20.560.599 I slot print_timing: id  0 | task 4992 |       total time =   75685.09 ms /  1180 tokens
7.20.560.600 I slot print_timing: id  0 | task 4992 |    graphs reused =       6003
7.20.560.762 I slot      release: id  0 | task 4992 | stop processing: n_tokens = 1221, truncated = 0
7.20.796.760 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.111
7.21.581.111 I slot launch_slot_: id  0 | task 6081 | processing task, is_child = 0
7.28.606.181 I slot print_timing: id  0 | task 6081 | n_gen =    100, tg =  14.76 t/s, tg_3s =  14.91 t/s
7.31.656.655 I slot print_timing: id  0 | task 6081 | n_gen =    145, tg =  14.76 t/s, tg_3s =  14.75 t/s
7.34.704.403 I slot print_timing: id  0 | task 6081 | n_gen =    190, tg =  14.76 t/s, tg_3s =  14.77 t/s
7.37.750.634 I slot print_timing: id  0 | task 6081 | n_gen =    235, tg =  14.76 t/s, tg_3s =  14.77 t/s
7.40.796.913 I slot print_timing: id  0 | task 6081 | n_gen =    280, tg =  14.76 t/s, tg_3s =  14.77 t/s
